"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","11612","3.216","28.7","22.8","28.5","8.8","8.3","1.4","0.3","0.7","0.0","0.1",".","0.1","0.1","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","72","2.523","8.3","5.6","25.0","18.1","20.8","9.7","1.4",".",".","9.7",".",".","1.4",".",".","."
"Sophomore","","591","2.806","18.4","10.8","28.3","13.4","22.0","6.1","0.5",".",".","0.5",".",".",".",".",".","."
"Junior","","3087","3.061","20.2","18.2","35.7","12.6","10.8","1.7","0.5","0.0",".",".",".",".",".","0.1","0.1","0.0"
"Senior","","4719","3.151","21.8","23.8","32.3","10.1","9.8","1.4","0.2","0.3",".",".",".",".","0.0","0.1","0.0","."
"Undergraduates","","8469","3.089","20.9","20.7","33.2","11.3","11.1","1.9","0.3","0.2",".","0.1",".",".","0.0","0.1","0.0","0.0"
"Special","","234","3.414","41.9","21.8","20.1","4.7","6.8","0.4","0.9","1.7",".",".",".",".",".","1.3","0.4","."
"Graduate","","2869","3.643","50.8","29.2","15.2","1.6","0.4",".","0.1","2.1","0.1",".",".","0.2","0.1",".","0.0","0.1"
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","14","3.357","21.4","35.7","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","25","3.514","52.0","8.0","36.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","40","3.450","40.0","17.5","37.5","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","11612","3.216","28.7","22.8","28.5","8.8","8.3","1.4","0.3","0.7","0.0","0.1",".","0.1","0.1","0.1","0.1","0.0"
