"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2292","3.230","31.8","16.4","21.5","10.9","9.1","1.2","0.3","2.2","",".","6.1",".","0.6","",".",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","3.125",".","25.0","75.0",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","20","2.976","25.0","15.0","30.0","15.0","5.0","10.0",".",".","",".",".",".",".","",".",".",".","."
"Junior","","145","3.181","29.7","17.2","31.7","11.0","5.5","4.1",".","0.7","",".",".",".",".","",".",".",".","."
"Senior","","285","3.449","43.2","10.5","13.3","9.1","12.6","1.1","0.4","0.7","",".","9.1",".",".","",".",".",".","."
"Undergraduates","","454","3.350","37.7","13.0","20.5","9.9","9.9","2.4","0.2","0.7","",".","5.7",".",".","",".",".",".","."
"Special","","24","3.000","45.8","4.2","20.8","4.2","12.5","4.2","8.3",".","",".",".",".",".","",".",".",".","."
"Graduate","","128","3.808","39.1","10.2","3.1",".",".",".",".","36.7","",".",".",".","10.9","",".",".",".","."
"Prof Yr 1","","427","3.170","51.1","13.6","15.0","11.2","6.8","0.9",".","0.2","",".","0.5",".","0.7","",".",".",".","."
"Prof Yr 2","","943","3.109","30.2","17.0","21.0","8.9","10.1","1.2","0.3",".","",".","11.1",".","0.2","",".",".",".","."
"Prof Yr 3","","616","3.234","44.3","13.5","23.7","11.5","6.2","0.3",".",".","",".","0.5",".",".","",".",".",".","."
"Prof Yr 4","","20","3.924","75.0","10.0",".",".",".",".",".",".","",".","15.0",".",".","",".",".",".","."
"Professionals","","2006","3.177","39.4","15.1","20.3","10.1","8.1","0.8","0.1","0.0","",".","5.6",".","0.2","",".",".",".","."
"","College Total","2612","3.230","39.2","14.4","19.5","9.5","8.0","1.1","0.2","2.0","",".","5.3",".","0.7","",".",".",".","."
