"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"","799
024","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","799
035","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"THER SCI
939","Dept. Total","546","3.735","50.9","24.2","7.5","1.5","0.2","",".","0.2","0.9","",".","14.5","",".","0.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.227","23.8","33.3","23.8","14.3",".","",".","4.8",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","7","3.563","42.9","14.3","42.9",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","81","3.789","69.1","22.2","6.2",".","1.2","",".",".","1.2","",".",".","",".",".","",".",".",".","."
"Senior","","428","3.746","49.5","24.5","6.3","0.7",".","",".",".","0.5","",".","18.5","",".",".","",".",".",".","."
"Undergraduates","","537","3.740","51.4","24.4","7.4","1.1","0.2","",".","0.2","0.6","",".","14.7","",".",".","",".",".",".","."
"Special","","1","2.500",".",".",".","100.0",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","8","3.250","25.0","12.5","12.5","12.5",".","",".",".","25.0","",".",".","",".","12.5","",".",".",".","."
"","Dept. Total","546","3.735","50.9","24.2","7.5","1.5","0.2","",".","0.2","0.9","",".","14.5","",".","0.2","",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","","","Page 103 of 388",""
