"HISTORY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"707
Erly Mod Eurp His,1500-1789","001","","12","3.909","75.0","16.7",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"720
Topics-Medieval History","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"730
Prosem-Latin Amer History","001","","10","3.944","80.0","10.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"734
Modern Archives Adm","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"751
Prosem-History of Africa","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"755
Prosem-S E Asian History","001","","9","3.942","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801
Seminar-Ancient History","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"804
Interdis W Europ Studies Sm","001","","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"837
Smr: Mod Britain & Ireland","001","","8","3.912","62.5","12.5",".",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"849
Smr-Rus Emp & Mod Se Eur","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"857
Smr-Hist of India (S Asia)","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"858
Smr-Prob of Islamic History","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"861
Seminar-History of Africa","002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"891
Prosem-Mod European History","001","","7","4.000","57.1",".",".",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"901","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","002","","7","3.917","71.4","14.3",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"901","003","","7","3.763","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Studies in American History","Course Total","","27","3.921","81.5","14.8",".",".",".",".",".",".",".",".",".",".","3.7",".",".","."
"902
Rsch Smr: American History","001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"918
Smr-Hist Mass Com,Rsch&Meth","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"963
Amer Religious History to 1860","001","","7","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"965
Smr-History American West","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","008","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","013","","6","",".",".",".",".",".",".",".","16.7",".",".",".","83.3",".",".",".","."
"990","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","019","","10","",".",".",".",".",".",".",".","40.0",".",".",".","60.0",".",".",".","."
"990","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 222 of 388",""
