"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASIAN AMERICAN STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Asian Amer Studies","101
001","","58","3.425","25.9","39.7","20.7","3.4",".",".","","1.7","5.2",".","",".",".","",".","",".","",".","3.4","."
"Ethnic Movements in U.S.","220
001","","6","2.917","16.7","16.7","33.3",".","33.3",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Topics-Asian Amer Culture","260
001","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Survey of Asian Americn Lit","270
001","","8","2.750",".","50.0","25.0",".","12.5",".","","12.5",".",".","",".",".","",".","",".","",".",".","."
"Special Topics","540
001","","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Mass Media and Minorities","562
001","","4","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Asian Amer Women Writers","595
001","","6","3.250","33.3","16.7","33.3",".","16.7",".","",".",".",".","",".",".","",".","",".","",".",".","."
"ASIAN AM
184","Dept. Total","","88","3.292","23.9","35.2","22.7","5.7","4.5","",".","2.3","3.4","",".",".","",".","",".","",".",".","2.3","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","4","3.333",".","50.0","25.0",".",".","",".",".",".","",".",".","",".","",".","",".",".","25.0","."
"Sophomore","","","14","3.393","28.6","35.7","28.6",".","7.1","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","29","3.337","31.0","37.9","17.2","10.3",".","",".","3.4",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","38","3.157","15.8","31.6","26.3","5.3","7.9","",".","2.6","7.9","",".",".","",".","",".","",".",".","2.6","."
"Undergraduates","","","85","3.269","22.4","35.3","23.5","5.9","4.7","",".","2.4","3.5","",".",".","",".","",".","",".",".","2.4","."
"Graduate","","","3","3.850","66.7","33.3",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","88","3.292","23.9","35.2","22.7","5.7","4.5","",".","2.3","3.4","",".",".","",".","",".","",".",".","2.3","."
