"L&S","","","","","","","","","","","","","","","","","","","",""
"ART HISTORY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","",""
"ART HIST
180","Dept. Total","897","3.142","26.4","25.0","21.6","9.4","6.1","2.7","2.9","2.9","0.2","0.1","",".","1.3","0.2","0.4","0.6","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","41","3.113","24.4","34.1","7.3","19.5","4.9","4.9","2.4",".",".",".","",".",".",".","2.4",".","."
"Sophomore","","214","3.084","22.0","26.6","24.3","12.1","6.5","4.7","1.9",".",".",".","",".",".","0.5","0.9",".","0.5"
"Junior","","232","3.092","23.3","26.3","25.9","8.2","8.6","3.0","3.0","1.7",".",".","",".",".",".",".",".","."
"Senior","","297","3.086","23.9","25.6","24.2","10.1","6.4","1.7","4.4","2.4",".","0.3","",".",".",".","0.3","0.7","."
"Undergraduates","","784","3.089","23.2","26.5","23.9","10.6","7.0","3.1","3.2","1.4",".","0.1","",".",".","0.1","0.5","0.3","0.1"
"Special","","18","3.352","11.1","11.1","16.7","5.6",".",".",".","38.9",".",".","",".",".",".",".","16.7","."
"Graduate","","95","3.792","55.8","14.7","4.2",".",".",".","1.1","8.4","2.1",".","",".","12.6","1.1",".",".","."
"","Dept. Total","897","3.142","26.4","25.0","21.6","9.4","6.1","2.7","2.9","2.9","0.2","0.1","",".","1.3","0.2","0.4","0.6","0.1"
