"","601
035","","1","***","","","","","","","","","","","","","",".",".",".","",".",".",".","."
"Internship","Course Total","","9","",".",".",".",".","",".","",".","",".","",".",".","100.0",".","",".",".",".",".","."
"Mass Media and Youth","616
001","","1","***","","","","","","","","","","","","","",".",".",".","",".",".",".","."
"Hlth Communication-Info Age","617
001","","1","***","","","","","","","","","","","","","",".",".",".","",".",".",".","."
"FAM COM
464","Dept. Total","","71","3.433","29.6","23.9","21.1","9.9","",".","",".","",".","",".",".","12.7",".","",".","2.8",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","16","3.500","37.5","31.3","25.0","6.3","",".","",".","",".","",".",".",".",".","",".",".",".",".","."
"Sophomore","","","1","3.500",".","100.0",".",".","",".","",".","",".","",".",".",".",".","",".",".",".",".","."
"Junior","","","13","3.300","15.4","23.1","30.8","7.7","",".","",".","",".","",".",".","23.1",".","",".",".",".",".","."
"Senior","","","36","3.383","27.8","22.2","19.4","13.9","",".","",".","",".","",".",".","16.7",".","",".",".",".",".","."
"Undergraduates","","","66","3.404","27.3","25.8","22.7","10.6","",".","",".","",".","",".",".","13.6",".","",".",".",".",".","."
"Graduate","","","5","4.000","60.0",".",".",".","",".","",".","",".","",".",".",".",".","",".","40.0",".",".","."
"","Dept. Total","","71","3.433","29.6","23.9","21.1","9.9","",".","",".","",".","",".",".","12.7",".","",".","2.8",".",".","."
