"TERM : 1002","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 1999-2000","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"FOREST AND WILDLIFE ECOLO","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","","","","",""
"F&W ECOL
396","Dept. Total","252","3.461","39.3","17.9","15.1","2.8","6.3","1.6","",".","13.1","",".",".","",".","3.6","",".","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","9","3.500","55.6",".","33.3",".","11.1",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","37","3.412","37.8","24.3","21.6","2.7","10.8","2.7","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","72","3.203","33.3","20.8","19.4","5.6","13.9","4.2","",".","1.4","",".",".","",".",".","",".","1.4",".","."
"Undergraduates","","119","3.290","36.1","21.0","21.0","4.2","12.6","3.4","",".","0.8","",".",".","",".",".","",".","0.8",".","."
"Special","","8","3.912","75.0","12.5",".",".",".",".","",".","12.5","",".",".","",".",".","",".",".",".","."
"Graduate","","125","3.645","40.0","15.2","10.4","1.6","0.8",".","",".","24.8","",".",".","",".","7.2","",".",".",".","."
"","Dept. Total","252","3.461","39.3","17.9","15.1","2.8","6.3","1.6","",".","13.1","",".",".","",".","3.6","",".","0.4",".","."
