"","999
058","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
059","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
061","7","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".","",".",".","."
"Advanced Independent Study","Course Total","15","4.000","66.7",".",".",".",".",".",".","33.3","",".",".","",".",".","",".",".",".","."
"CIV ENGR
240","Dept. Total","1365","3.294","34.5","12.6","21.3","5.9","7.5","1.0","0.3","13.8","",".",".","",".","2.6","",".","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","49","3.121","24.5","16.3","36.7","8.2","10.2","2.0",".",".","",".",".","",".",".","",".","2.0",".","."
"Junior","","164","2.999","24.4","11.6","32.3","11.0","15.2","1.2","1.2","1.2","",".",".","",".",".","",".","1.8",".","."
"Senior","","573","3.215","37.0","14.8","23.2","9.1","12.2","1.7","0.3","1.2","",".",".","",".",".","",".","0.3",".","."
"Undergraduates","","786","3.162","33.6","14.2","26.0","9.4","12.7","1.7","0.5","1.1","",".",".","",".",".","",".","0.8",".","."
"Special","","15","3.135","33.3","13.3","33.3",".","13.3",".",".","6.7","",".",".","",".",".","",".",".",".","."
"Graduate","","564","3.632","35.8","10.3","14.5","1.2","0.2",".",".","31.7","",".",".","",".","6.2","",".",".",".","."
"","Dept. Total","1365","3.294","34.5","12.6","21.3","5.9","7.5","1.0","0.3","13.8","",".",".","",".","2.6","",".","0.4",".","."
