"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","",""
"Composition & Conversatn I","","Course Total","","108","3.317","28.7","27.8","28.7","5.6","2.8","1.9","0.9","3.7",".",".",".",".",".",".",".","."
"Composition & Conversatn II","226","002","","22","3.364","31.8","36.4","22.7","4.5",".",".","4.5",".",".",".",".",".",".",".",".","."
"Topics-Dutch Life & Culture","245","001","","11","3.227","36.4","27.3","27.3",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"Intensive German III","273","001","","14","3.462","57.1","14.3","14.3",".",".",".","7.1","7.1",".",".",".",".",".",".",".","."
"Honors Intro to German Lit","284","001","","19","3.388","26.3","36.8","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"Honor Colloq for German 284","285","001","","14","3.286","21.4","28.6","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","298","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","299","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Moderne Literatur","305","001","","12","3.523","41.7","25.0","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","311","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","311","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"1st Sem Dutch-Grad Stdts","","Course Total","","9","3.875","77.8",".","11.1",".",".",".",".",".",".",".",".",".",".",".","11.1","."
"3rd Sem Dutch-Grad Stdts","313","001","","8","4.000","75.0",".",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"","337","000A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","337","001","","36","3.360","27.8","36.1","19.4","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Compositn & Conversatn","","Course Total","","37","3.364","27.0","37.8","18.9","16.2",".",".",".",".",".",".",".",".",".",".",".","."
"The Structure of German","351","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Study Abroad in German Lit","367","000A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","368","000A","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","368","000B","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","","Section Total","","6","3.750","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Study Abroad-German Culture","","Course Total","","6","3.750","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"German for Grad Reading I","391","001","","16","3.750","50.0","31.3","6.3",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"D Kulturgeschicht 1648-1918","410","001","","19","3.531","36.8","26.3","31.6",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"Topics in Dutch Culture","445","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey German Lit to 1750","611","001","","16","3.688","62.5","25.0","6.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Author in German Lit","633","001","","16","3.692","56.3",".","25.0",".",".",".",".","12.5",".",".",".",".","6.3",".",".","."
"History-German Language","650","001","","19","3.737","68.4","10.5","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Readings Middle High German","652","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"German Film","655","001","","6","3.200","16.7","16.7","33.3","16.7",".",".",".","16.7",".",".",".",".",".",".",".","."
"Senior Seminar in German Lit","673","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis-1st Sem","","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Sr Honors Thesis-2nd Sem","682","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Sem-German Lit","683","002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Post-War Literatures 1945-","707","001","","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"College Teaching of German","720","001","","9","4.000","88.9",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Pract-Undergr Lang Instrctn","721","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
