"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","8892","3.154","29.0","17.3","19.2","8.7","9.1","1.9","1.0","9.3","0.0","1.7","0.1","2.4","0.1","0.2","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","660","2.988","29.5","16.2","19.5","9.4","13.0","4.4","1.7",".",".","5.8","0.2",".",".","0.2","0.2","."
"Sophomore","","1072","2.920","20.1","17.5","23.4","13.2","16.8","2.8","1.5","0.1",".","4.3","0.3",".",".",".",".","."
"Junior","","1805","2.998","25.7","18.4","22.4","13.4","13.1","3.4","1.7","0.3",".","1.6",".",".",".","0.1",".","."
"Senior","","2775","3.199","31.7","21.1","22.8","9.4","9.7","1.7","1.0","0.7",".","1.1",".","0.4","0.0","0.2","0.1","0.1"
"Undergraduates","","6312","3.070","27.8","19.2","22.5","11.2","12.2","2.7","1.3","0.4",".","2.3","0.1","0.2","0.0","0.1","0.1","0.1"
"Special","","160","3.379","37.5","15.0","15.6","8.1","8.1",".",".","11.9",".","0.6","0.6",".","0.6","0.6","1.3","."
"Graduate","","2370","3.600","32.5","12.0","10.2","1.6","0.7","0.0","0.0","33.3","0.0","0.1",".","8.6","0.3","0.3","0.2","0.0"
"Prof Yr 1","","74","2.878","9.5","20.3","27.0","31.1","8.1","4.1",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","3","3.111",".","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","19","3.818","63.2","10.5","10.5",".",".",".",".","10.5",".","5.3",".",".",".",".",".","."
"Prof Yr 4","","4","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Professionals","","100","3.043","21.0","18.0","24.0","23.0","6.0","3.0",".","4.0",".","1.0",".",".",".",".",".","."
"","College Total","8942","3.154","29.1","17.2","19.1","8.7","9.0","1.9","1.0","9.4","0.0","1.7","0.1","2.4","0.1","0.2","0.1","0.1"
