"EGR","","","","","","","","","","","","","","","","","","","","",""
"CHEMICAL & BIOLOGICAL ENGR Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","",""
"CBE
Dept. Total
220","926","3.018","22.7","15.7","24.4","10.4","13.3","2.4","0.3","7.6","",".","0.4","",".","2.8","",".",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","27","3.049","22.2","14.8","37.0","14.8","3.7","7.4",".",".","",".",".","",".",".","",".",".",".","."
"Junior","200","2.801","12.0","13.5","31.0","14.0","24.5","3.5",".","1.5","",".",".","",".",".","",".",".",".","."
"Senior","462","3.013","26.0","18.0","26.2","12.1","14.9","2.2","0.6",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","689","2.947","21.8","16.5","28.0","12.8","17.3","2.8","0.4","0.4","",".",".","",".",".","",".",".",".","."
"Special","25","2.765","20.0","8.0","24.0","8.0","16.0","12.0",".","4.0","",".","4.0","",".",".","",".",".","4.0","."
"Graduate","215","3.516","27.0","13.5","12.6","2.8",".",".",".","30.7","",".","1.4","",".","12.1","",".",".",".","."
"Dept. Total","929","3.018","22.9","15.6","24.3","10.3","13.2","2.4","0.3","7.5","",".","0.4","",".","2.8","",".",".","0.1","."
