"TERM : 1002","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 1999-2000","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","",""
"CONSERVATION","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"267
CONSERV","","","","","","","","","","","","","","","",""
"Soc Pol&Mgmt-National Parks","749
001
2","***","","","","","","","","","",".",".",".",".",".   
.   
."
"CONSERV
267","2
Dept. Total","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"267
CONSERV","","","","","","","","","","","","","","","",""
"Graduate","2","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
2","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"April 01, 2013","","","","","","","","","","","","","","","","Page 13 of 388"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
