"FRENCH (FRENCH AND ITALIAN) Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","",""
"","101
002","19","3.167","5.3","47.4","21.1","15.8","5.3",".",".",".",".",".",".",".",".",".",".","5.3"
"","101
004","20","3.447","40.0","25.0","15.0","10.0","5.0",".",".",".",".",".",".",".",".",".","5.0","."
"","101
005","22","3.432","22.7","50.0","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","006
101","23","3.652","52.2","30.4","13.0","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","007
101","23","3.783","60.9","34.8","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
008","20","3.150","20.0","20.0","35.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","101
009","20","3.500","45.0","25.0","15.0","15.0",".",".",".",".",".",".",".",".",".",".",".","."
"","101
010","22","3.591","63.6","22.7","4.5","4.5",".",".","4.5",".",".",".",".",".",".",".",".","."
"","013
101","16","3.679","56.3","6.3","25.0",".",".",".",".",".",".",".",".",".",".","6.3",".","6.3"
"","014
101","24","3.171","29.2","25.0","12.5","4.2","12.5",".","4.2","8.3",".",".",".",".",".","4.2",".","."
"First Semester French","Course Total","209","3.460","39.7","29.2","15.8","8.1","2.9",".","1.0","1.0",".",".",".",".",".","1.0","0.5","1.0"
"","001
102","16","3.313","31.3","12.5","43.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","002
102","26","3.173","26.9","26.9","26.9","7.7","7.7",".","3.8",".",".",".",".",".",".",".",".","."
"","102
003","22","3.550","36.4","27.3","27.3",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"","102
005","21","3.095","4.8","57.1","14.3","9.5","9.5","4.8",".",".",".",".",".",".",".",".",".","."
"","006
102","15","2.667","6.7","26.7","20.0","13.3","20.0","13.3",".",".",".",".",".",".",".",".",".","."
"","008
102","19","3.000","26.3","26.3","10.5","15.8","10.5","10.5",".",".",".",".",".",".",".",".",".","."
"","102
010","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Semester French","Course Total","124","3.143","23.4","29.0","22.6","10.5","8.1","4.0","0.8","1.6",".",".",".",".",".",".",".","."
"First Sem French Honors","181
001","8","3.563","75.0","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".",".","."
"Second Sem French Honors","182
001","12","3.227","16.7","33.3","25.0","8.3","8.3",".",".","8.3",".",".",".",".",".",".",".","."
"","203
001","17","3.176","11.8","47.1","23.5",".","17.6",".",".",".",".",".",".",".",".",".",".","."
"","203
003","22","3.091","9.1","40.9","18.2","22.7","9.1",".",".",".",".",".",".",".",".",".",".","."
"","203
004","24","3.292","45.8","25.0","12.5","8.3",".",".","8.3",".",".",".",".",".",".",".",".","."
"","203
005","17","2.735","5.9","23.5","29.4","17.6","11.8","11.8",".",".",".",".",".",".",".",".",".","."
"","006
203","23","3.152","21.7","34.8","17.4","13.0","8.7","4.3",".",".",".",".",".",".",".",".",".","."
"","203
007","18","2.833","11.1","27.8","11.1","27.8","16.7","5.6",".",".",".",".",".",".",".",".",".","."
"","203
008","22","3.690","50.0","36.4","4.5","4.5",".",".",".",".",".",".",".",".",".",".","4.5","."
"","203
009","24","3.583","50.0","29.2","12.5","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","011
203","24","3.104","16.7","37.5","29.2","8.3",".","4.2","4.2",".",".",".",".",".",".",".",".","."
"","013
203","21","3.476","33.3","42.9","14.3","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","014
203","16","3.400","31.3","25.0","25.0","12.5",".",".",".","6.3",".",".",".",".",".",".",".","."
"Third Semester French","Course Total","228","3.243","27.2","33.8","17.5","11.0","6.1","2.2","1.3","0.4",".",".",".",".",".",".","0.4","."
"","204
001","23","3.114","8.7","30.4","39.1","8.7","8.7",".",".","4.3",".",".",".",".",".",".",".","."
"","204
002","18","3.556","50.0","22.2","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","003
204","19","2.974","26.3","26.3","31.6",".",".","5.3","10.5",".",".",".",".",".",".",".",".","."
"","204
004","24","3.250","20.8","37.5","33.3","4.2",".",".","4.2",".",".",".",".",".",".",".",".","."
"","204
007","14","3.250","28.6","28.6","28.6","7.1",".","7.1",".",".",".",".",".",".",".",".",".","."
"","204
009","23","3.413","17.4","52.2","26.1","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
010","22","3.119","4.5","45.5","27.3","4.5","13.6",".",".","4.5",".",".",".",".",".",".",".","."
"","204
012","21","3.175","19.0","33.3","33.3",".","4.8",".","4.8","4.8",".",".",".",".",".",".",".","."
"","204
013","13","2.917","23.1","7.7","38.5","7.7","7.7",".","7.7",".",".",".",".",".",".",".",".","7.7"
"Fourth Semester French","Course Total","177","3.208","20.9","33.3","30.5","5.1","4.0","1.1","2.8","1.7",".",".",".",".",".",".",".","0.6"
"","227
001","19","3.474","31.6","31.6","36.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","227
002","21","3.643","38.1","52.4","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 205 of 388",""
