"","999
019","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
027","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","032
999","6","3.889","83.3","16.7",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"Independent Study","Course Total","9","3.917","66.7","11.1",".",".",".",".",".","11.1","",".",".","",".",".","11.1",".",".","."
"DS
359","Dept. Total","732","3.239","28.7","24.6","24.6","11.2","6.3","1.6","0.8","1.2","",".",".","",".","0.1","0.3","0.4",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","74","2.875","9.5","29.7","25.7","16.2","12.2","4.1","1.4",".","",".",".","",".",".",".",".",".","1.4"
"Sophomore","","103","3.091","21.4","22.3","30.1","13.6","7.8","3.9","1.0",".","",".",".","",".",".",".",".",".","."
"Junior","","209","3.203","25.8","23.4","28.2","13.9","5.7","1.0","1.4",".","",".",".","",".",".",".","0.5",".","."
"Senior","","301","3.328","34.2","25.6","22.9","8.6","5.6","1.0","0.3","0.7","",".",".","",".",".","0.3","0.7",".","."
"Undergraduates","","687","3.213","27.1","24.9","25.9","11.8","6.7","1.7","0.9","0.3","",".",".","",".",".","0.1","0.4",".","0.1"
"Special","","11","3.518","45.5","18.2","18.2","9.1",".",".",".","9.1","",".",".","",".",".",".",".",".","."
"Graduate","","34","3.836","55.9","20.6",".",".",".",".",".","17.6","",".",".","",".","2.9","2.9",".",".","."
"","Dept. Total","732","3.239","28.7","24.6","24.6","11.2","6.3","1.6","0.8","1.2","",".",".","",".","0.1","0.3","0.4",".","0.1"
