"","999
038","3","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
117","1","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
127","1","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","17","3.964","82.4","5.9",".",".","",".","",".","",".",".","",".",".","",".","11.8",".",".",".","."
"ELPA
305","Dept. Total","454","3.903","68.3","13.2","1.1","0.2","",".","",".","",".","9.9","",".",".","",".","5.3","2.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","4","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","3","3.500","66.7",".",".","33.3","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","8","3.813","87.5",".",".","12.5","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Special","","45","3.963","86.7","6.7",".",".","",".","",".","",".",".","",".",".","",".",".","6.7",".",".","."
"Graduate","","400","3.896","65.8","14.3","1.3",".","",".","",".","",".","11.3","",".",".","",".","6.0","1.5",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","454","3.903","68.3","13.2","1.1","0.2","",".","",".","",".","9.9","",".",".","",".","5.3","2.0",".",".","."
