"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","","","",""
"INFORMATION SYSTEMS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","",""
"Computers in Business","320
002","49","3.306","32.7","30.6","22.4","6.1","4.1","2.0","2.0",".",".","",".",".","",".","",".","",".",".","."
"","371
001","29","3.552","34.5","41.4","24.1",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","371
003","30","3.567","46.7","20.0","33.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Tech:Computer-Based Bus Sys","Course Total","59","3.559","40.7","30.5","28.8",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Computer-Based Data Mgt","422
001","33","3.576","48.5","18.2","33.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","700
001","38","3.474","36.8","28.9","28.9","2.6","2.6",".",".",".",".","",".",".","",".","",".","",".",".","."
"","700
002","16","3.750","62.5","25.0","12.5",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Info Technol for Management","Course Total","54","3.556","44.4","27.8","24.1","1.9","1.9",".",".",".","",".",".","",".","",".","",".",".",".","."
"Computer-Based Data Mgt","722
001","20","3.658","40.0","45.0","10.0",".",".",".",".","5.0",".","",".",".","",".","",".","",".",".","."
"Seminar-Data Processing","872
002","46","3.826","65.2","34.8",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"INFO SYS
234","Dept. Total","261","3.568","45.2","30.3","20.7","1.5","1.1","0.4","0.4","0.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","5","3.500","20.0","60.0","20.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","40","3.338","42.5","20.0","25.0","2.5","5.0","2.5","2.5",".","",".",".","",".","",".","",".",".",".","."
"Senior","","81","3.512","38.3","28.4","30.9","2.5",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","126","3.456","38.9","27.0","28.6","2.4","1.6","0.8","0.8",".","",".",".","",".","",".","",".",".",".","."
"Special","","7","4.000","85.7",".",".",".",".",".",".","14.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","128","3.674","49.2","35.2","14.1","0.8","0.8",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","261","3.568","45.2","30.3","20.7","1.5","1.1","0.4","0.4","0.4","",".",".","",".","",".","",".",".",".","."
