"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Hum Sexuality-Soc,Psych Iss","160
001","135","2.868","14.8","23.0","18.5","19.3","17.8","3.7","1.5","0.7",".",".",".",".",".",".",".","0.7"
"Introduction to Psychology","201
001","17","3.118","23.5","29.4","29.4","5.9","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"","202
001","342","2.732","26.0","5.8","21.9","9.1","25.7","7.9","3.2",".",".",".",".",".",".",".","0.3","."
"","202
002","342","2.774","15.8","19.9","11.7","26.3","17.8","6.4","1.5",".",".",".",".",".",".","0.3",".","0.3"
"","202
003","304","2.560","14.8","8.6","20.4","11.5","32.2","9.9","1.6","0.7",".",".",".",".",".","0.3",".","."
"","202
004","261","2.581","16.1","9.2","20.7","14.6","25.7","10.7","2.7","0.4",".",".",".",".",".",".",".","."
"","202
005","326","2.664","15.6","15.3","16.3","16.6","26.7","4.9","4.0","0.3",".",".",".",".",".","0.3",".","."
"","202
006","277","2.586","14.4","10.8","18.8","14.1","30.3","7.9","2.5",".",".",".",".",".",".","0.4",".","0.7"
"Introduction to Psychology","Course Total","1852","2.656","17.3","11.8","18.1","15.5","26.2","7.8","2.6","0.2",".",".",".",".",".","0.2","0.1","0.2"
"","210
001","54","2.796","20.4","13.0","24.1","9.3","27.8","1.9","3.7",".",".",".",".",".",".",".",".","."
"","210
002","58","2.448","6.9","13.8","29.3","3.4","29.3","13.8","3.4",".",".",".",".",".",".",".",".","."
"","003
210","58","2.698","10.3","10.3","32.8","15.5","25.9","3.4","1.7",".",".",".",".",".",".",".",".","."
"","004
210","37","2.917","16.2","24.3","16.2","13.5","24.3","2.7",".",".",".",".",".",".",".","2.7",".","."
"","005
210","49","2.694","12.2","26.5","12.2","18.4","18.4","8.2","4.1",".",".",".",".",".",".",".",".","."
"","210
006","62","2.738","16.1","16.1","29.0","3.2","24.2","4.8","4.8",".",".",".",".",".",".","1.6",".","."
"Psychometric Methods","Course Total","318","2.701","13.5","16.7","24.8","10.1","25.2","6.0","3.1",".",".",".",".",".",".","0.6",".","."
"","225
001","46","2.522","6.5","6.5","21.7","28.3","30.4","6.5",".",".",".",".",".",".",".",".",".","."
"","002
225","44","2.807","18.2","11.4","25.0","18.2","22.7","2.3","2.3",".",".",".",".",".",".",".",".","."
"","225
003","44","2.466","4.5","6.8","31.8","9.1","38.6","9.1",".",".",".",".",".",".",".",".",".","."
"","004
225","43","2.651","16.3","4.7","27.9","14.0","27.9","9.3",".",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","177","2.610","11.3","7.3","26.6","17.5","29.9","6.8","0.6",".",".",".",".",".",".",".",".","."
"Honors Crse-Intro to Psych","281
001","18","3.806","72.2","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","386
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
002","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Perception","406
001","79","3.079","16.5","10.1","51.9","15.2","6.3",".",".",".",".",".",".",".",".",".",".","."
"Psych of Human Emotions","408
001","257","2.982","23.3","17.9","20.6","20.6","12.5","3.9","1.2",".",".",".",".",".",".",".",".","."
"","411
003","13","3.708","61.5","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".","7.7","."
"","411
004","20","3.050","30.0","10.0","40.0",".","15.0",".","5.0",".",".",".",".",".",".",".",".","."
"","005
411","31","3.617","41.9","35.5","19.4",".",".",".",".",".",".",".",".",".",".",".","3.2","."
"","411
006","30","3.483","20.0","60.0","16.7","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"","007
411","22","3.364","27.3","27.3","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","411
015","30","3.165","10.0","23.3","46.7","13.3",".",".",".","6.7",".",".",".",".",".",".",".","."
"","411
029","19","3.278","15.8","36.8","31.6","5.3","5.3",".",".",".",".",".",".",".","5.3",".",".","."
"","411
042","28","3.643","53.6","25.0","17.9","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"","411
043","24","3.771","66.7","20.8","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","045
411","18","3.389","38.9","11.1","44.4",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","235","3.450","35.3","28.5","27.2","4.3","2.1",".","0.4","0.9",".",".",".",".","0.4",".","0.9","."
"Field Experience in Psychology","001
412","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Language","421
001","23","3.630","52.2","26.1","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"History of Psychology","001
430","22","3.000","18.2","18.2","22.7","18.2","18.2",".",".","4.5",".",".",".",".",".",".",".","."
"Animal Behavior","449
001","89","2.893","10.1","11.2","49.4","10.1","16.9","2.2",".",".",".",".",".",".",".",".",".","."
"Behavioral Neuroscience","454
001","63","3.310","28.6","25.4","30.2","11.1","4.8",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 274 of 388",""
