"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"908","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","31","3.871","74.2","25.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"912","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"912","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"912","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"912","080","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Drawing","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","020","","12","3.833","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","034","","8","3.921","75.0","12.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".","."
"914","057","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"914","058","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","39","3.941","89.7","2.6","2.6",".",".",".",".",".",".",".",".",".","2.6","2.6",".","."
"922","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","005","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","010","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","045","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","046","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","058","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"922","080","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","49","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"924","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"924","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Ceramics","Course Total","","9","3.929","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"944
Adv Research-Art Metal","008","","6","3.794","50.0","33.3",".",".",".",".",".",".",".",".",".","16.7",".",".",".","."
"996","006","","7","3.800","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","007","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","032","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"996","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","067","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","071","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","35","3.960","94.3","5.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 75 of 374"
