"MUSIC","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"Ensemble-Percussion","268
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","269
001","16","4.000","93.8",".",".",".",".",".",".",".",".",".",".",".",".","6.3",".","."
"","269
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","269
003","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","269
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-String","Course Total","27","4.000","96.3",".",".",".",".",".",".",".",".",".",".",".",".","3.7",".","."
"Ensemble-Guitar","270
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","272
101","11","3.591","36.4","45.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","272
102","8","3.125","50.0","12.5","12.5","12.5",".",".","12.5",".",".",".",".",".",".",".",".","."
"","272
103","16","3.563","43.8","31.3","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","272
104","14","3.346","21.4","50.0",".","14.3","7.1",".",".",".",".",".",".",".",".",".",".","7.1"
"Musica Pract:Aural Skills 4","Course Total","49","3.438","36.7","36.7","12.2","8.2","2.0",".","2.0",".",".",".",".",".",".",".",".","2.0"
"Contemp Chamber Ensemble","273
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Philomusica","275
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Black Music(1920-Pres): Sax","311
001","45","3.419","26.7","42.2","22.2","2.2",".",".","2.2","2.2",".",".",".",".",".",".",".","2.2"
"Jazz Improvisation","332
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pedagogy","340
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Repertoire","346
001","11","3.273","36.4","36.4","18.2",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"Tchg Music:Presch-Middl Sch","354
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","361
002","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","361
004","7","3.850","71.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","14.3"
"Non-Western Music Performnc","Course Total","30","3.929","86.7","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","3.3"
"Intro to Piano Technology","371
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","40
002","44","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
40","58","4.000","98.3",".",".",".",".",".",".",".",".",".",".",".",".",".","1.7","."
"Wind Ensemble","Course Total","102","4.000","99.0",".",".",".",".",".",".",".",".",".",".",".",".",".","1.0","."
"Musical Cultures-World","402
001","15","3.386","40.0","13.3","26.7",".","13.3",".",".","6.7",".",".",".",".",".",".",".","."
"","41
001","115","3.965","95.7","1.7","0.9",".","0.9",".",".",".",".",".",".",".",".",".",".","0.9"
"","41
002","98","4.000","99.0",".",".",".",".",".",".","1.0",".",".",".",".",".",".",".","."
"Bands","Course Total","213","3.981","97.2","0.9","0.5",".","0.5",".",".","0.5",".",".",".",".",".",".",".","0.5"
"Survey Music-Middle Ages","411
001","17","3.647","58.8","23.5","11.8",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Survey Music-Classic Era","414
001","21","3.500","47.6","14.3","28.6","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"Varsity Band","42
001","253","4.000","99.6",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0.4"
"Collegium Musicum","461
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Language Diction-Singing","468
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","497
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","497
005","6","3.643","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics in Music","Course Total","7","3.625","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","499
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","499
023","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","499
033","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","499
043","4","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 250 of 374",""
