"","999
035","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
037","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
039","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","11","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"ED PSYCH
315","Dept. Total","924","3.513","50.9","18.4","16.1","5.6","4.2","0.8","0.5","2.1","",".",".","",".","0.2","0.2","0.2","0.2","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","2.944","33.3","11.1","33.3",".","11.1",".","11.1",".","",".",".","",".",".",".",".",".","."
"Sophomore","","164","3.240","33.5","22.0","22.6","7.9","9.1","2.4","1.2",".","",".",".","",".",".",".",".",".","1.2"
"Junior","","185","3.352","37.3","24.3","18.4","11.4","4.9","0.5","1.1","0.5","",".",".","",".",".",".",".",".","1.6"
"Senior","","217","3.407","40.1","21.2","24.4","5.5","5.5","0.9",".","1.4","",".",".","",".",".",".","0.9",".","."
"Undergraduates","","575","3.333","37.2","22.3","22.1","8.0","6.4","1.2","0.9","0.7","",".",".","",".",".",".","0.3",".","0.9"
"Special","","50","3.675","62.0","22.0","2.0","6.0","2.0",".",".","2.0","",".",".","",".",".",".",".","4.0","."
"Graduate","","298","3.841","75.2","10.4","7.0","1.0","0.3",".",".","4.7","",".",".","",".","0.7","0.7",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","924","3.513","50.9","18.4","16.1","5.6","4.2","0.8","0.5","2.1","",".",".","",".","0.2","0.2","0.2","0.2","0.5"
