"","890
023","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","890
031","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","890
032","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Pre-dissertation Research","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","","","",""
"B M E
207","Dept. Total","","51","3.661","51.0","23.5","15.7","3.9","",".","",".","",".","3.9","",".",".","",".","",".","",".",".","2.0","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","9","3.176","22.2","44.4","11.1","22.2","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","20","3.600","50.0","20.0","30.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","10","3.896","80.0","10.0","10.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","39","3.599","51.3","23.1","20.5","5.1","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","12","3.839","50.0","25.0",".",".","",".","",".","",".","16.7","",".",".","",".","",".","",".",".","8.3","."
"","Dept. Total","","51","3.661","51.0","23.5","15.7","3.9","",".","",".","",".","3.9","",".",".","",".","",".","",".",".","2.0","."
