"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"799","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","101","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","105","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","37","3.927","73.0","5.4","2.7",".",".",".",".","16.2",".",".",".","2.7",".",".",".","."
"830
Abstrct&Concrete Cmplx Thry","001","","8","3.688","62.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"838","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"838","003","","16","3.233","43.8","31.3","6.3",".",".",".","12.5","6.3",".",".",".",".",".",".",".","."
"Topics in Computing","Course Total","","22","3.405","50.0","31.8","4.5",".",".",".","9.1","4.5",".",".",".",".",".",".",".","."
"899","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","082","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","086","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","092","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","098","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","104","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","105","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","106","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","108","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator Research","Course Total","","32","4.000","81.3",".",".",".",".",".",".","12.5",".",".",".","6.3",".",".",".","."
"990","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","082","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","100","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","104","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","105","","3","***","","","","","","","","","",".",".",".",".",".",".","."
