"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"622","002","","12","3.875","91.7",".",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Painting II","Course Total","","23","3.870","91.3",".",".","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"624
Advanced Ceramics II","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"632
Advanced Life Drawing II","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"644
Advanced Art Metal II","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"652
Adv Concpt&Meth-Figuratn II","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"674
Topics on Afro-Amer Artists","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","6","3.556","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","008","","16","3.909","81.3","6.3","6.3",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"699","010","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","013","","6","3.333","83.3",".",".",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"699","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","057","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","058","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","112","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","146","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","158","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","212","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","213","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","159","3.924","93.1","1.9","2.5",".",".",".","1.3",".",".",".",".",".","0.6",".",".","0.6"
"718
Art Performance","001","","15","3.667","73.3",".","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"726
Grad Intaglio Printmaking I","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"736
Grad Graphics Workshop I","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"836
Grad Graphics Workshop II","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"908","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","003","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","004","","8","3.625","25.0","75.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
