"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"General Chemistry","103
001","271","2.881","22.1","10.7","28.0","8.5","25.5","2.6","1.5",".",".",".",".",".",".","0.7",".","0.4"
"","104
001","239","3.017","23.4","13.0","35.6","8.8","16.3","1.3","1.7",".",".",".",".",".",".",".",".","."
"","104
002","330","2.802","24.5","7.9","25.5","8.2","25.2","5.8","2.4",".",".",".",".",".",".","0.3",".","0.3"
"","104
003","259","2.923","12.0","18.9","34.0","22.0","9.7","1.9","1.5",".",".",".",".",".",".",".",".","."
"","004
104","313","3.000","32.3","9.6","28.4","7.0","13.7","6.1","2.6",".",".",".",".",".",".",".",".","0.3"
"","005
104","224","2.728","14.3","6.7","39.7","1.3","31.3","3.6","1.8",".",".",".",".",".",".",".",".","1.3"
"General Chemistry","Course Total","1365","2.896","22.1","11.1","31.9","9.5","19.0","4.0","2.1",".",".",".",".",".",".","0.1",".","0.4"
"General Chemistry","108
001","111","2.806","17.1","11.7","36.9","10.8","14.4","4.5","4.5",".",".",".",".",".",".",".",".","."
"","110
001","119","3.059","22.7","16.8","28.6","20.2","8.4","3.4",".",".",".",".",".",".",".",".",".","."
"","002
110","126","3.268","33.3","23.0","26.2","6.3","7.1","1.6","1.6",".",".",".",".",".",".","0.8",".","."
"","110
003","106","3.148","32.1","31.1",".","20.8","9.4","3.8","1.9",".",".",".",".",".",".",".",".","0.9"
"Gen & Analytical Chem II","Course Total","351","3.160","29.3","23.4","19.1","15.4","8.3","2.8","1.1",".",".",".",".",".",".","0.3",".","0.3"
"Chemical Principles II","116
001","25","3.660","76.0","4.0","4.0","8.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"Analytical Chemistry","221
001","58","3.616","60.3","8.6","24.1",".","1.7","1.7",".","3.4",".",".",".",".",".",".",".","."
"","299
003","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
012","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","Course Total","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","001
343","195","2.759","16.9","12.3","26.7","19.5","13.8","8.7","2.1",".",".",".",".",".",".",".",".","."
"","344
001","15","3.433","33.3","33.3","26.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","002
344","18","3.500","33.3","38.9","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
003","17","3.313","23.5","23.5","41.2",".","5.9",".",".",".",".",".",".",".",".",".",".","5.9"
"","004
344","17","3.588","52.9","23.5","11.8","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
005","14","3.714","50.0","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
344","18","3.333","22.2","33.3","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
007","17","3.324","29.4","17.6","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
008","17","3.382","23.5","29.4","47.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
009","17","3.441","23.5","47.1","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","010
344","18","3.444","38.9","22.2","33.3",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","011
344","18","3.556","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
012","18","3.472","44.4","11.1","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","013
344","18","3.472","33.3","27.8","38.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","17","3.382","29.4","29.4","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
015","18","3.528","44.4","16.7","38.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","016
344","18","3.444","33.3","27.8","33.3","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","017
344","9","3.389","33.3","11.1","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","018
344","7","3.286","42.9",".","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
019","13","3.423","38.5","15.4","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","023
344","18","3.417","38.9","11.1","44.4","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","024
344","16","3.344","31.3","18.8","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
025","18","3.306","27.8","22.2","38.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
026","18","3.444","27.8","33.3","38.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","027
344","17","3.471","41.2","23.5","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","028
344","15","3.567","33.3","46.7","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
029","16","3.313","25.0","31.3","25.0","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
030","16","3.594","50.0","25.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 169 of 374",""
