"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","",""
"","200
001","230","2.821","18.3","15.7","23.5","17.8","15.7","7.0","1.7","0.4",".",".",".",".",".",".",".","."
"","200
002","232","2.751","15.1","16.4","20.7","22.8","14.7","7.8","2.2","0.4",".",".",".",".",".",".",".","."
"","200
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"International Business","Course Total","463","2.786","16.6","16.2","22.0","20.3","15.1","7.3","1.9","0.4",".",".",".",".",".",".",".","."
"Business German","331
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Topics","365
001","33","3.739","42.4","45.5",".",".",".",".",".","12.1",".",".",".",".",".",".",".","."
"","399
090","12","3.703","41.7","16.7","8.3","8.3",".",".",".","25.0",".",".",".",".",".",".",".","."
"","091
399","7","3.568","14.3","71.4",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Reading & Research-Intl Bus","Course Total","19","3.648","31.6","36.8","5.3","5.3",".",".",".","21.1",".",".",".",".",".",".",".","."
"","420
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","420
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Global Marketing","Course Total","8","3.375","12.5","50.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Multinational Bus Finance","445
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"European Studies Seminar","594
001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Global Marketing","720
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"International Real Estate","730
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Multinational Bus Finance","745
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intl Operations: Probs&Adm","755
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
003","6","3.333",".","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
005","13","3.864","61.5","23.1",".",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","22","3.650","36.4","45.5","9.1",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Rdg & Rsch-Internal Bus","799
090","1","***","","","","","","","","","",".",".",".",".",".",".","."
"INTL BUS
235","Dept. Total","572","2.939","20.6","20.8","19.6","17.0","12.2","5.9","1.6","2.1",".",".",".",".",".",".",".","0.2"
