"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","105
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
105","18","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Dev; Awareness Proc","Course Total","32","3.906","90.6",".","9.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Dev:Career Strategies","110
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
001","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
002","26","3.708","53.8","23.1","15.4",".",".",".",".",".",".",".",".",".",".","7.7",".","."
"","115
003","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
004","9","3.875","77.8",".","11.1",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"","005
115","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".",".",".","11.1","."
"","115
006","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".",".",".",".","12.5"
"","115
007","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
008","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
009","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","014
115","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Dev: Ed Effectiveness","Course Total","109","3.889","80.7","8.3","6.4",".",".",".",".",".",".",".",".",".","0.9","1.8","0.9","0.9"
"","650
001","103","3.853","83.5","8.7","2.9","1.0","2.9",".",".",".",".",".",".",".",".","1.0",".","."
"","650
092","15","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theory & Prac-Interviewing","Course Total","118","3.859","83.9","8.5","3.4","0.8","2.5",".",".",".",".",".",".",".",".","0.8",".","."
"Career Dev Through Life Spn","665
001","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","2","***","","","","","","","","","","","","","","","",""
"Counslng-Community Settings","001
791","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assess Tech for Counselors","801
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thry&Prac:Grp Work-Cnslrs","802
001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Guid Prog Plan & Management","803
001","10","3.111","70.0",".",".",".",".",".","20.0","10.0",".",".",".",".",".",".",".","."
"Suprvsd Pract-Counseling I","001
806","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","808
002","7","3.636","85.7",".",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"","808
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","808
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","808
005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Suprvsd Prac-Coun III: Adv","Course Total","25","3.857","92.0",".","4.0",".",".",".","4.0",".",".",".",".",".",".",".",".","."
"Master Intrshp-Cnslg & Guid","810
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stdt Devlp Thry-Stdt Affrs","855
001","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Assess Tech-Couns Psych","001
890","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","900
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","900
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","900
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","900
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cnsl Psychology Practicum","Course Total","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum: Supervision","902
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
