"Ethical Issues in Medicine","730
001","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Law, Sci & Biotechnolgy Smr","906
001","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Advanced Independent Study","999
003","4","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MED HIST
452","Dept. Total","123","3.517","29.3","17.9","17.1","2.4","0.8","",".","",".","30.9","",".",".","",".","",".","",".",".","0.8","0.8"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","2.875",".","20.0","40.0",".","20.0","",".","",".",".","",".",".","",".","",".","",".",".","20.0","."
"Sophomore","","13","3.392","30.8","23.1","46.2",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","18","3.500","44.4","16.7","33.3","5.6",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","34","3.615","44.1","35.3","14.7","2.9",".","",".","",".","2.9","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","70","3.500","38.6","27.1","27.1","2.9","1.4","",".","",".","1.4","",".",".","",".","",".","",".",".","1.4","."
"Special","","6","3.531","50.0","16.7","33.3",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","12","3.625","33.3","16.7",".","8.3",".","",".","",".","41.7","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","34","4.000","2.9",".",".",".",".","",".","",".","94.1","",".",".","",".","",".","",".",".",".","2.9"
"Prof Yr 2","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","35","4.000","5.7",".",".",".",".","",".","",".","91.4","",".",".","",".","",".","",".",".",".","2.9"
"","Dept. Total","123","3.517","29.3","17.9","17.1","2.4","0.8","",".","",".","30.9","",".",".","",".","",".","",".",".","0.8","0.8"
