"CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"698","002","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"698","003","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"698","004","","29","3.569","62.1","6.9","17.2","10.3","3.4",".",".",".",".",".",".",".",".",".",".","."
"698","005","","13","3.385","30.8","23.1","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Topics:Constructn Engr&Mgmt","Course Total","","84","3.643","48.8","16.7","11.9","4.8","1.2",".",".","16.7",".",".",".",".",".",".",".","."
"699","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","21","3.931","76.2","14.3",".",".",".",".",".","9.5",".",".",".",".",".",".",".","."
"718
Water Res Mgt Pract Pl Smr","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"730
Engr Properties of Soils","001","","7","3.750","57.1","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","14.3"
"735
Soil Dynamics","001","","6","3.400","33.3","16.7","16.7","16.7",".",".",".","16.7",".",".",".",".",".",".",".","."
"744
Structs Under Dynam Loads I","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","055","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","057","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","062","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","063","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","064","","6","4.000","50.0",".",".",".",".",".",".",".",".",".",".","50.0",".",".",".","."
"790","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","157","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","55","3.971","40.0","1.8",".",".",".",".",".","43.6",".",".",".","14.5",".",".",".","."
