"L&S","","","","","","","","","","","","","","","","","","","",""
"ANTHROPOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"ANTHRO
156","Dept. Total","1743","3.088","27.4","16.7","22.9","11.0","13.5","2.1","1.4","3.6","0.1","0.1","",".","0.5","0.3","0.2","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","272","2.768","12.1","16.5","24.3","15.8","27.2","2.6","1.1",".",".",".","",".",".",".",".",".","0.4"
"Sophomore","","437","2.936","18.5","17.6","29.1","14.0","16.5","2.7","1.4",".",".",".","",".",".","0.2",".",".","."
"Junior","","430","3.129","29.1","17.4","28.1","10.0","9.5","1.9","2.1","1.4","0.2",".","",".",".",".",".",".","0.2"
"Senior","","422","3.178","33.2","17.3","18.7","9.7","11.1","2.4","1.4","4.3","0.2","0.5","",".",".","0.2","0.7","0.2","."
"Undergraduates","","1561","3.023","24.3","17.3","25.2","12.0","15.0","2.4","1.5","1.5","0.1","0.1","",".",".","0.1","0.2","0.1","0.1"
"Special","","20","3.679","50.0","20.0",".","5.0","5.0",".",".","10.0",".",".","",".",".","5.0","5.0",".","."
"Graduate","","162","3.838","54.3","10.5","4.3","1.2",".",".",".","22.2",".",".","",".","5.6","1.2",".",".","0.6"
"","Dept. Total","1743","3.088","27.4","16.7","22.9","11.0","13.5","2.1","1.4","3.6","0.1","0.1","",".","0.5","0.3","0.2","0.1","0.2"
