"NAVAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Seapower-Maritime Affairs","102
001","","18","3.500","33.3","38.9","22.2","5.6","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Intro Naval Lab II","176
001","","19","3.921","84.2","15.8",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Naval Engineering","202
001","","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Elementary Naval Lab II","276
001","","9","3.944","88.9","11.1",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Navigation & Operations II","302
001","","11","3.364","36.4","18.2","27.3","18.2","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Land Campaigns","351
001","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Intermed Naval Lab II","376
001","","14","3.929","92.9",".","7.1",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Naval Leadership and Ethics","402
001","","7","3.786","57.1","42.9",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Advanced Naval Laboratry II","476
001","","8","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Professional Naval Lab II","576
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"NAV SCI
672","Dept. Total","","94","3.642","67.0","18.1","10.6","4.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","11","3.429","36.4","45.5","9.1","9.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","31","3.603","64.5","22.6","9.7","3.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","19","3.516","68.4","5.3","15.8","10.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","33","3.839","81.8","9.1","9.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","94","3.645","68.1","17.0","10.6","4.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","2","3.500",".","50.0","50.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","96","3.642","66.7","17.7","11.5","4.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
