"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","10824","3.203","28.2","20.6","30.6","9.3","8.0","1.5","0.5","0.6","0.0","0.1",".","0.1","0.1","0.1","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","123","2.660","16.3","8.9","23.6","14.6","24.4","4.9","4.1",".",".","1.6",".",".",".",".",".","1.6"
"Sophomore","","758","2.868","18.2","13.3","30.6","14.1","16.2","5.1","1.2",".",".","0.9",".",".",".",".","0.1","0.1"
"Junior","","2823","3.074","18.3","18.5","41.0","10.2","9.2","2.0","0.6","0.1",".",".",".",".",".","0.0",".","."
"Senior","","4589","3.160","23.8","20.3","32.3","11.3","9.6","1.2","0.4","0.8","0.0",".",".",".",".","0.1","0.1","0.0"
"Undergraduates","","8293","3.097","21.3","18.9","35.0","11.2","10.3","1.9","0.6","0.5","0.0","0.1",".",".",".","0.1","0.0","0.0"
"Special","","192","3.260","33.3","19.8","20.8","14.1","3.6","1.0","1.6","2.1",".",".",".",".","0.5",".","2.1","1.0"
"Graduate","","2308","3.644","52.3","26.9","16.0","2.1","0.5","0.1","0.1","1.0","0.1",".",".","0.3","0.3","0.1","0.3","."
"Prof Yr 1","","11","3.414","27.3","27.3","27.3","9.1",".",".",".",".",".",".",".",".",".",".","9.1","."
"Prof Yr 2","","3","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","17","3.644","47.1","35.3","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","31","3.584","41.9","32.3","19.4","3.2",".",".",".",".",".",".",".",".",".",".","3.2","."
"","College Total","10824","3.203","28.2","20.6","30.6","9.3","8.0","1.5","0.5","0.6","0.0","0.1",".","0.1","0.1","0.1","0.1","0.1"
