"","765
004","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","765
005","13","3.864","61.5","23.1",".",".",".",".",".","15.4",".","",".",".","",".","",".","",".",".","."
"Contemporary Topics","Course Total","22","3.650","36.4","45.5","9.1",".",".",".",".","9.1","",".",".","",".","",".","",".",".",".","."
"Rdg & Rsch-Internal Bus","799
090","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTL BUS
235","Dept. Total","572","2.939","20.6","20.8","19.6","17.0","12.2","5.9","1.6","2.1","",".",".","",".","",".","",".",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","2.000",".","33.3",".",".","33.3","16.7","16.7",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","148","2.743","14.9","12.8","25.0","23.0","14.2","9.5","0.7",".","",".",".","",".","",".","",".",".",".","."
"Junior","","186","2.757","10.8","21.5","21.5","23.1","12.9","6.5","2.7","1.1","",".",".","",".","",".","",".",".",".","."
"Senior","","189","3.181","31.2","22.2","16.4","9.5","12.2","3.7","0.5","3.7","",".",".","",".","",".","",".",".",".","0.5"
"Undergraduates","","529","2.894","19.1","19.5","20.4","18.0","13.2","6.4","1.5","1.7","",".",".","",".","",".","",".",".",".","0.2"
"Special","","8","3.071","37.5","25.0",".","12.5",".",".","12.5","12.5","",".",".","",".","",".","",".",".",".","."
"Graduate","","34","3.625","41.2","38.2","11.8","2.9",".",".",".","5.9","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","572","2.939","20.6","20.8","19.6","17.0","12.2","5.9","1.6","2.1","",".",".","",".","",".","",".",".",".","0.2"
