"","990
083","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
084","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
085","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","49","4.000","57.1",".",".",".",".",".",".","28.6","",".",".","",".","14.3","",".",".",".","."
"GENETICS
412","Dept. Total","469","3.152","33.0","15.8","17.9","11.5","10.7","3.6","0.9","3.2","",".",".","",".","1.5","",".","0.4","0.4","1.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","2.532","18.8","6.3",".","31.3","37.5","6.3",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","35","2.838","25.7","11.4","22.9","11.4","22.9","2.9","2.9",".","",".",".","",".",".","",".",".",".","."
"Junior","","102","2.885","22.5","12.7","24.5","17.6","14.7","4.9","1.0",".","",".",".","",".",".","",".","1.0",".","1.0"
"Senior","","192","3.119","29.7","22.9","17.2","12.0","10.4","4.2","1.0",".","",".",".","",".",".","",".","0.5",".","2.1"
"Undergraduates","","345","2.991","26.7","18.0","19.1","14.5","14.2","4.3","1.2",".","",".",".","",".",".","",".","0.6",".","1.4"
"Special","","27","3.381","63.0","11.1","14.8","3.7",".","7.4",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","97","3.735","47.4","9.3","14.4","3.1","1.0",".",".","15.5","",".",".","",".","7.2","",".",".","2.1","."
"","Dept. Total","469","3.152","33.0","15.8","17.9","11.5","10.7","3.6","0.9","3.2","",".",".","",".","1.5","",".","0.4","0.4","1.1"
