"HISTORY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"699","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","25","3.852","76.0","12.0","8.0",".",".",".",".",".",".",".",".",".",".",".","4.0","."
"730
Prosem-Latin Amer History","001","","14","3.963","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"755
Prosem-S E Asian History","002","","10","3.750","50.0","30.0","10.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"757
Proseminar-Indian History","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"801
Seminar-Ancient History","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"807
Seminar-Medieval History","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"851
Smr-Ottoman & Mid E Hist","001","","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","10.0"
"858
Smr-Prob of Islamic History","001","","9","3.875","66.7","22.2",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"861
Seminar-History of Africa","001","","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"867
Smr:European Soc&Intel Hist","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"891","001","","9","3.786","44.4","33.3",".",".",".",".",".",".",".",".",".",".","11.1",".",".","11.1"
"891","002","","6","3.900","66.7","16.7",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Prosem-Mod European History","Course Total","","15","3.833","53.3","26.7",".",".",".",".",".","6.7",".",".",".",".","6.7",".",".","6.7"
"901","002","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","003","","10","3.889","80.0",".","10.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"901","005","","7","3.917","71.4","14.3",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Studies in American History","Course Total","","24","3.864","70.8","16.7","4.2",".",".",".",".","4.2",".",".",".",".","4.2",".",".","."
"906
Prosem-History of Education","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"918
Smr-Hist Mass Com,Rsch&Meth","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"982
Smr-Latin American Area","001","","9","3.900","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","8","4.000","12.5",".",".",".",".",".",".","87.5",".",".",".",".",".",".",".","."
"990","008","","12","4.000","16.7",".",".",".",".",".",".","66.7",".",".",".","16.7",".",".",".","."
"990","013","","6","4.000","16.7",".",".",".",".",".",".","16.7",".",".",".","66.7",".",".",".","."
"990","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","9","4.000","11.1",".",".",".",".",".",".","88.9",".",".",".",".",".",".",".","."
"990","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","12","4.000","8.3",".",".",".",".",".",".","41.7",".",".",".","50.0",".",".",".","."
"990","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","7","",".",".",".",".",".",".",".","71.4",".",".",".","28.6",".",".",".","."
"990","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 218 of 374",""
