"","990
071","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
073","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
074","4","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","70","3.968","58.6","2.9",".",".",".",".","",".","27.1","",".",".","",".","11.4","",".",".",".","."
"AHABS
952","Dept. Total","171","3.650","50.9","12.3","11.1","2.9","2.3","0.6","",".","13.5","",".",".","",".","5.8","",".",".",".","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"952
AHABS","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","25","3.051","24.0","24.0","20.0","12.0","12.0","4.0","",".","4.0","",".",".","",".",".","",".",".",".","."
"Undergraduates","","27","3.104","29.6","22.2","18.5","11.1","11.1","3.7","",".","3.7","",".",".","",".",".","",".",".",".","."
"Special","","8","3.115","25.0","12.5","25.0","12.5",".",".","",".","25.0","",".",".","",".",".","",".",".",".","."
"Graduate","","135","3.798","56.3","10.4","8.9","0.7","0.7",".","",".","14.8","",".",".","",".","7.4","",".",".",".","0.7"
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","171","3.650","50.9","12.3","11.1","2.9","2.3","0.6","",".","13.5","",".",".","",".","5.8","",".",".",".","0.6"
