"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1158","3.695","57.2","20.9","11.0","2.6","0.9","0.1","",".","2.4","",".","4.0",".","0.1","0.3",".",".","0.6"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","28","3.420","21.4","57.1","7.1","7.1","3.6","3.6","",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","46","3.709","54.3","23.9","15.2",".",".",".","",".",".","",".",".",".",".","4.3",".",".","2.2"
"Junior","","210","3.528","39.5","22.9","17.6","4.3","1.0",".","",".",".","",".","12.4",".",".",".",".",".","2.4"
"Senior","","553","3.694","57.7","22.8","10.8","2.9","1.4",".","",".","0.7","",".","3.6",".",".",".",".",".","."
"Undergraduates","","837","3.650","51.7","24.0","12.7","3.2","1.3","0.1","",".","0.5","",".","5.5",".",".","0.2",".",".","0.7"
"Special","","7","3.900","57.1","14.3",".",".",".",".","",".","14.3","",".",".",".",".",".",".",".","14.3"
"Graduate","","314","3.835","71.7","12.7","6.7","1.0",".",".","",".","7.3","",".",".",".","0.3","0.3",".",".","."
"","College Total","1158","3.695","57.2","20.9","11.0","2.6","0.9","0.1","",".","2.4","",".","4.0",".","0.1","0.3",".",".","0.6"
