"","999
065","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
079","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
081","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","24","4.000","54.2",".",".",".",".",".",".","41.7",".",".","",".","4.2",".",".",".","."
"PHILOS
736","Dept. Total","1849","3.190","25.7","24.2","26.0","9.7","6.3","1.2","1.8","3.8","0.1",".","",".","0.1","0.3","0.3","0.3","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","196","2.956","21.9","18.9","25.0","13.3","13.8","3.1","3.1",".",".",".","",".",".","0.5","0.5",".","."
"Sophomore","","468","3.154","20.9","26.3","28.4","12.0","6.4","1.5","1.3","1.3",".",".","",".",".","0.2","0.4","0.4","0.9"
"Junior","","558","3.167","21.0","26.7","30.6","10.0","7.0","0.5","2.0","1.4",".",".","",".",".",".","0.2","0.2","0.4"
"Senior","","479","3.234","25.7","26.9","25.3","8.6","4.2","1.3","1.9","5.0","0.2",".","",".",".","0.2","0.4","0.4","."
"Undergraduates","","1701","3.155","22.4","25.7","27.9","10.5","6.8","1.3","1.9","2.2","0.1",".","",".",".","0.2","0.4","0.3","0.4"
"Special","","22","3.531","59.1","18.2","18.2",".",".",".","4.5",".",".",".","",".",".",".",".",".","."
"Graduate","","126","3.943","65.1","4.8","1.6",".",".",".",".","25.4",".",".","",".","1.6","1.6",".",".","."
"","Dept. Total","1849","3.190","25.7","24.2","26.0","9.7","6.3","1.2","1.8","3.8","0.1",".","",".","0.1","0.3","0.3","0.3","0.3"
