"Special Topics","501
001","","14","3.679","50.0","35.7","14.3",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","793
001","","5","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","793
002","","5","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research Methods","Course Total","","10","3.900","80.0","20.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"INTER-HE
498","Dept. Total","","27","3.759","63.0","25.9","11.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","3.000",".",".","100.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","16","3.719","56.3","31.3","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","17","3.676","52.9","29.4","17.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","10","3.900","80.0","20.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","27","3.759","63.0","25.9","11.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
