"Research and Thesis","Course Total","38","4.000","10.5",".",".",".",".",".",".","71.1","",".",".","",".","18.4",".",".",".","."
"","999
025","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
029","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Studies","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"COM ARTS
250","Dept. Total","3300","3.184","21.3","27.9","28.0","10.5","5.5","1.5","1.2","2.9","",".","0.2","",".","0.2","0.1","0.2","0.0","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","528","3.099","15.3","33.3","29.9","11.4","5.5","1.7","2.5",".","",".",".","",".",".",".",".",".","0.4"
"Sophomore","","807","3.211","19.3","33.2","29.0","10.4","5.2","1.7","0.2","0.2","",".",".","",".",".","0.2","0.1",".","0.2"
"Junior","","927","3.108","17.4","26.6","34.5","11.1","5.9","1.7","1.6","0.3","",".",".","",".",".",".","0.2",".","0.5"
"Senior","","835","3.204","25.5","25.9","24.9","11.9","6.5","1.1","1.3","1.4","",".","0.8","",".",".","0.2","0.5",".","."
"Undergraduates","","3097","3.159","19.7","29.3","29.7","11.2","5.8","1.5","1.3","0.5","",".","0.2","",".",".","0.1","0.2",".","0.3"
"Special","","15","3.808","66.7","6.7","13.3",".",".",".",".","13.3","",".",".","",".",".",".",".",".","."
"Graduate","","188","3.856","44.1","6.9","1.6",".","0.5","0.5",".","41.5","",".",".","",".","3.7",".",".","0.5","0.5"
"","Dept. Total","3300","3.184","21.3","27.9","28.0","10.5","5.5","1.5","1.2","2.9","",".","0.2","",".","0.2","0.1","0.2","0.0","0.3"
