"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"Undergrad Topics-Computing","Course Total","","62","3.569","46.8","16.1","27.4","3.2",".",".",".",".",".",".",".",".",".","4.8",".","1.6"
"681
Senior Honors Thesis","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682
Senior Honors Thesis","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692
Senior Thesis","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Princ of Programming Langs","001","","14","3.357","42.9","14.3","21.4","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"712
Finite Difference Methods","001","","34","3.875","76.5","11.8","5.9",".",".",".",".",".",".",".",".",".",".","2.9","2.9","."
"730
Nonlinear Progm Algorithms","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"733
Comput Meths-Lg Sparse Sys","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"736
Advanced Operating Systems","001","","17","3.559","35.3","41.2","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"739
Distributed Systems","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"740
Advanced Computer Networks","001","","30","3.964","86.7","6.7",".",".",".",".",".","3.3",".",".",".",".",".",".","3.3","."
"747
Adv Cmputr Sys Anal Techniq","001","","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","8","3.714","50.0","25.0","12.5",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","11","3.750","45.5","45.5",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"757
Adv Computr Architecture II","001","","8","3.563","25.0","62.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"764
Topics-Database Mgt Systems","001","","35","3.543","37.1","42.9","14.3","2.9","2.9",".",".",".",".",".",".",".",".",".",".","."
"766
Computer Vision","001","","28","3.692","46.4","35.7","10.7",".",".",".",".","3.6",".",".",".",".",".",".",".","3.6"
"774
Prob-Computatnl Linguistics","001","","13","3.692","69.2",".","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"784
Data Models and Languages","001","","35","3.529","25.7","51.4","20.0",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"790","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","110","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"799","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","036","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","066","","9","3.793","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","082","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","087","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 186 of 374",""
