"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","",""
"Making of Modern Science","202","001","","71","2.915","16.9","18.3","29.6","15.5","14.1","4.2","1.4",".",".",".",".",".",".",".",".","."
"Sci in 20th C:Hist Overview","203","001","","78","2.923","15.4","16.7","29.5","21.8","12.8","3.8",".",".",".",".",".",".",".",".",".","."
"The Sciences of Man","205","001","","63","3.286","27.0","28.6","31.7","3.2","7.9","1.6",".",".",".",".",".",".",".",".",".","."
"The Physician in History","212","001","","53","3.352","30.2","34.0","24.5","5.7",".","1.9","1.9",".",".",".",".",".",".",".",".","1.9"
"Technol&Social Chng in Hist","222","001","","36","3.114","22.2","22.2","30.6","16.7",".","2.8","2.8","2.8",".",".",".",".",".",".",".","."
"Physician in Hist (Honors)","284","001","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".",".",".","11.1","."
"History of Modern Biology","333","001","","15","3.600","46.7","26.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics-Hist of Science","350","001","","6","3.000","33.3","33.3",".",".",".",".","16.7",".",".",".",".",".",".","16.7",".","."
"History of Pharmacy","401","001","","42","3.536","61.9","7.1","16.7","4.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"Health, Disease&Healing II","508","001","","11","3.297","9.1","45.5","27.3","9.1",".",".",".","9.1",".",".",".",".",".",".",".","."
"Dev Public Health-America","509","001","","12","3.405","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Race, Amer Med & Pub Health","523","001","","8","3.375","25.0","50.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"Women & Health-Amer History","531","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Sci in 20th C-His Thems&Iss","538","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergrad Smr-Hist of Sci","555","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Byzantine Med & Pharmacy","562","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin Medicine Since 1750","575","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in History of Med","668","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","681","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","692","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr: Medvl Renaiss&17C Sci","903","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr: History of Technology","907","001","","9","3.929","66.7","11.1",".",".",".",".",".",".",".",".",".",".","22.2",".",".","."
"Seminar:Research and Thesis","925","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"History of Science Colloq","950","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","15","",".",".",".",".",".",".",".","86.7",".",".",".","13.3",".",".",".","."
"","999","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","","Course Total","","2","***","","","","","","","","","","","","","","","",""
