"ALS","","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY
132","Dept. Total","180","3.582","41.7","12.8","17.2","1.7","2.8","",".","0.6","22.2","",".",".","",".","",".","",".","1.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","3.438","25.0","50.0",".","25.0",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","3","3.167",".","33.3","66.7",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","27","3.189","40.7","11.1","29.6","7.4","7.4","",".","3.7",".","",".",".","",".","",".","",".",".",".","."
"Senior","","49","3.460","40.8","24.5","24.5",".","6.1","",".",".",".","",".",".","",".","",".","",".","4.1",".","."
"Undergraduates","","83","3.360","38.6","21.7","26.5","3.6","6.0","",".","1.2",".","",".",".","",".","",".","",".","2.4",".","."
"Special","","2","3.250",".","50.0","50.0",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","95","3.865","45.3","4.2","8.4",".",".","",".",".","42.1","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","180","3.582","41.7","12.8","17.2","1.7","2.8","",".","0.6","22.2","",".",".","",".","",".","",".","1.1",".","."
