"","990
009","","2","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
067","","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","",""
"Independent Reading","999
009","","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"IND REL
492","Dept. Total","","87","3.622","54.0","21.8","14.9","5.7","1.1","",".","",".","1.1","",".",".","",".","1.1","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"492
IND REL","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","2.500",".",".",".","100.0",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","","7","3.143","28.6","28.6",".","28.6","14.3","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","8","3.063","25.0","25.0",".","37.5","12.5","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","","78","3.676","56.4","21.8","16.7","2.6",".","",".","",".","1.3","",".",".","",".","1.3","",".",".",".","."
"","Dept. Total","","87","3.622","54.0","21.8","14.9","5.7","1.1","",".","",".","1.1","",".",".","",".","1.1","",".",".",".","."
