"","999
046","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
053","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
059","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Reading & Rsch-Finance PhD","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"FINANCE
233","Dept. Total","1262","3.220","26.3","19.7","35.0","9.6","6.9","0.4","0.4","1.0","",".",".","",".","",".","",".","0.2","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","278","3.147","21.2","16.2","47.1","6.5","7.6","0.4","1.1",".","",".",".","",".","",".","",".",".",".","."
"Senior","","585","3.074","18.3","17.6","37.1","14.4","10.3","0.5","0.3","1.0","",".",".","",".","",".","",".","0.3","0.2","."
"Undergraduates","","864","3.099","19.3","17.1","40.3","11.8","9.4","0.5","0.6","0.7","",".",".","",".","",".","",".","0.2","0.1","."
"Special","","42","3.220","33.3","11.9","26.2","16.7","4.8","2.4",".",".","",".",".","",".","",".","",".",".","4.8","."
"Graduate","","352","3.538","42.3","27.3","23.3","3.1","1.1",".",".","2.0","",".",".","",".","",".","",".",".","0.9","."
"Prof Yr 1","","3","3.167","33.3",".","33.3","33.3",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","4","3.375","50.0",".","25.0","25.0",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1262","3.220","26.3","19.7","35.0","9.6","6.9","0.4","0.4","1.0","",".",".","",".","",".","",".","0.2","0.5","."
