"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"Adv Ind Work-Applied Music","Course Total","20","3.895","85.0",".","10.0",".",".","",".",".",".","",".",".","",".","",".","5.0",".",".","."
"MUS PERF
664","Dept. Total","552","3.822","71.4","18.8","6.9","0.9","0.4","",".","0.2","0.2","",".",".","",".","",".","0.4","0.5",".","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","54","3.605","46.3","37.0","13.0","1.9","1.9","",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","137","3.747","60.6","24.8","8.8","2.9",".","",".",".",".","",".",".","",".","",".","0.7","0.7",".","1.5"
"Junior","","78","3.809","73.1","19.2","6.4",".",".","",".","1.3",".","",".",".","",".","",".",".",".",".","."
"Senior","","165","3.889","80.6","13.9","4.8",".","0.6","",".",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","434","3.800","68.7","21.2","7.4","1.2","0.5","",".","0.2",".","",".",".","",".","",".","0.2","0.2",".","0.5"
"Special","","29","3.858","72.4","20.7","3.4",".",".","",".",".",".","",".",".","",".","",".",".","3.4",".","."
"Graduate","","88","3.905","84.1","6.8","5.7",".",".","",".",".","1.1","",".",".","",".","",".","1.1","1.1",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","552","3.822","71.4","18.8","6.9","0.9","0.4","",".","0.2","0.2","",".",".","",".","",".","0.4","0.5",".","0.4"
