"","990
024","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
025","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
026","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","19","4.000","89.5",".",".",".",".",".",".","10.5","",".",".","",".","",".","",".",".",".","."
"PHYSIOL
762","Dept. Total","333","3.309","48.0","3.6","30.6","1.8","9.0","4.8","0.6","0.9","",".",".","",".","",".","",".",".","0.3","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","37","2.736","32.4","2.7","24.3","2.7","21.6","13.5","2.7",".","",".",".","",".","",".","",".",".",".","."
"Junior","","64","2.714","26.6","4.7","31.3","4.7","15.6","15.6","1.6",".","",".",".","",".","",".","",".",".",".","."
"Senior","","46","3.260","45.7","4.3","28.3",".","17.4","2.2",".",".","",".",".","",".","",".","",".",".",".","2.2"
"Undergraduates","","147","2.890","34.0","4.1","28.6","2.7","17.7","10.9","1.4",".","",".",".","",".","",".","",".",".",".","0.7"
"Special","","11","2.950","18.2",".","45.5","9.1","18.2",".",".",".","",".",".","",".","",".","",".",".","9.1","."
"Graduate","","40","3.552","47.5","15.0","27.5",".","2.5",".",".","7.5","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","132","3.674","67.4",".","32.6",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","3","2.500",".",".","33.3","33.3","33.3",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","135","3.652","65.9",".","32.6","0.7","0.7",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","333","3.309","48.0","3.6","30.6","1.8","9.0","4.8","0.6","0.9","",".",".","",".","",".","",".",".","0.3","0.3"
