"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MOLECULAR BIOLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"650
MOL BIOL","","","","","","","","","","","","","","","","","","","",""
"Senior Honors Thesis","681","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682","003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Smr in Molec Biol","686","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","691","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","692","003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Studies-Molec Biol","699","003","21","3.975","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MOL BIOL
650","","Dept. Total","37","3.860","91.9","5.4",".",".",".",".","2.7",".",".",".",".",".",".",".",".","."
