"","990
031","4","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
033","2","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
034","2","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
038","3","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Thesis","Course Total","33","4.000","6.1",".",".",".",".",".",".","75.8","6.1",".","",".","12.1","",".",".",".","."
"SPANISH
912","Dept. Total","2344","3.249","32.8","22.0","24.8","7.6","7.0","1.7","1.3","1.9","0.2",".","",".","0.2","",".","0.3","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","470","3.224","28.5","23.8","27.4","9.8","7.2","1.3","1.3","0.2",".",".","",".",".","",".","0.4",".","."
"Sophomore","","692","3.242","30.5","23.6","29.3","6.1","7.8","1.2","1.3",".",".",".","",".",".","",".","0.1",".","0.1"
"Junior","","545","3.234","31.9","21.8","26.2","8.8","6.6","2.2","1.1","0.6",".",".","",".",".","",".","0.6","0.2","."
"Senior","","467","3.183","36.4","19.9","18.8","7.9","8.8","3.2","1.9","2.6","0.2",".","",".",".","",".","0.2",".","."
"Undergraduates","","2174","3.224","31.7","22.4","25.9","8.0","7.6","1.9","1.4","0.7","0.0",".","",".",".","",".","0.3","0.0","0.0"
"Special","","22","3.487","45.5","18.2","13.6","18.2",".",".",".",".",".",".","",".",".","",".",".",".","4.5"
"Graduate","","143","3.731","46.9","16.8","11.2","0.7",".",".",".","19.6","2.1",".","",".","2.8","",".",".",".","."
"Prof Yr 1","","4","3.833","50.0","25.0",".",".",".",".",".","25.0",".",".","",".",".","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","5","3.875","60.0","20.0",".",".",".",".",".","20.0",".",".","",".",".","",".",".",".","."
"","Dept. Total","2344","3.249","32.8","22.0","24.8","7.6","7.0","1.7","1.3","1.9","0.2",".","",".","0.2","",".","0.3","0.0","0.1"
