"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"990","106","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dissertation","Course Total","","26","4.000","76.9",".",".",".",".",".",".","23.1",".",".",".",".",".",".",".","."
"999","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","092","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","100","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Study & Research","Course Total","","10","4.000","60.0",".",".",".",".",".",".","40.0",".",".",".",".",".",".",".","."
