"","990
146","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
200","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","26","3.962","57.7",".","3.8",".",".",".",".","26.9","",".",".","",".","11.5","",".",".",".","."
"Statistical Consulting","998
001","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".","",".",".","",".",".","",".",".","."
"STAT
932","Dept. Total","1327","3.175","33.7","16.5","23.5","8.1","12.0","2.4","1.4","1.1","",".",".","",".","0.2","",".","0.2","0.3","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","34","3.015","32.4","8.8","26.5","11.8","14.7","2.9","2.9",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","289","3.011","27.0","13.1","29.1","7.6","15.2","3.5","2.1",".","",".",".","",".",".","",".","0.3","0.7","1.4"
"Junior","","390","3.010","28.7","15.1","23.1","11.8","16.2","3.3","1.8",".","",".",".","",".",".","",".",".",".","."
"Senior","","278","2.991","24.1","15.5","25.9","11.5","15.8","2.9","1.8","1.1","",".",".","",".",".","",".","0.7","0.4","0.4"
"Undergraduates","","991","3.005","27.0","14.4","25.7","10.5","15.7","3.2","1.9","0.3","",".",".","",".",".","",".","0.3","0.3","0.5"
"Special","","30","3.442","30.0","23.3","23.3","3.3","3.3",".",".","13.3","",".",".","",".",".","",".",".",".","3.3"
"Graduate","","291","3.664","53.3","23.7","17.2","1.0","0.7",".",".","2.7","",".",".","",".","1.0","",".",".","0.3","."
"Prof Yr 1","","5","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","7","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","15","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1327","3.175","33.7","16.5","23.5","8.1","12.0","2.4","1.4","1.1","",".",".","",".","0.2","",".","0.2","0.3","0.5"
