"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","221
004","90","2.023","8.9","3.3","23.3","8.9","21.1","21.1","13.3",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","442","2.350","14.3","7.5","20.4","13.6","20.1","14.5","8.8","0.2",".",".",".",".",".","0.2","0.2","0.2"
"","222
001","208","2.525","18.8","7.7","20.2","9.6","26.4","5.8","8.7","0.5",".",".",".",".",".",".",".","2.4"
"","002
222","130","2.562","19.2","10.8","20.8","9.2","25.4","5.4","9.2",".",".",".",".",".",".",".",".","."
"","222
003","160","2.658","25.0","3.8","20.0","7.5","33.1","4.4","5.0",".",".",".",".",".",".",".","0.6","0.6"
"","004
222","134","2.379","17.9","9.0","18.7","9.0","20.1","12.7","11.2","1.5",".",".",".",".",".",".",".","."
"","005
222","154","2.435","19.5","3.9","19.5","10.4","26.6","14.3","5.8",".",".",".",".",".",".",".",".","."
"","222
006","28","2.661","21.4","3.6","32.1",".","32.1","7.1","3.6",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","814","2.521","20.1","6.8","20.3","8.8","26.8","8.2","7.7","0.4",".",".",".",".",".",".","0.1","0.7"
"Intro:Probabilty-Biologists","231
001","15","2.833","26.7","20.0","13.3",".","26.7","13.3",".",".",".",".",".",".",".",".",".","."
"","001
234","176","3.023","32.4","5.1","35.2","8.5","11.9","2.3","4.0",".","0.6",".",".",".",".",".",".","."
"","002
234","192","2.622","24.0","4.2","19.8","10.9","25.0","10.9","3.6",".",".",".",".",".",".",".",".","1.6"
"","234
003","149","2.406","18.8","18.8","10.1","11.4","14.8","11.4","14.8",".",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","517","2.696","25.3","8.7","22.2","10.3","17.6","8.1","7.0",".","0.2",".",".",".",".",".",".","0.6"
"","272
001","116","2.741","26.7","9.5","19.8","14.7","15.5","6.9","6.9",".",".",".",".",".",".",".",".","."
"","002
272","134","2.568","16.4","10.4","24.6","6.7","25.4","11.2","4.5",".",".",".",".",".",".",".",".","0.7"
"Topics-Elementary Calculus","Course Total","250","2.649","21.2","10.0","22.4","10.4","20.8","9.2","5.6",".",".",".",".",".",".",".",".","0.4"
"Topics in Calculus II","276
001","24","3.417","41.7","25.0","20.8",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Directed Study in Math","298
015","56","",".",".",".",".",".",".",".",".",".","98.2",".",".",".",".",".","1.8"
"Theory-Interst & Life Insur","303
001","16","2.719","18.8","18.8","18.8","12.5","12.5","18.8",".",".",".",".",".",".",".",".",".","."
"Intro to Math Statistics","310
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","319
001","31","2.879","16.1","16.1","22.6","19.4","12.9","6.5",".","3.2",".",".",".",".",".",".",".","3.2"
"","002
319","30","2.900","30.0","10.0","20.0","10.0","23.3","3.3","3.3",".",".",".",".",".",".",".",".","."
"","003
319","31","3.033","32.3","12.9","19.4","6.5","19.4","6.5",".","3.2",".",".",".",".",".",".",".","."
"","004
319","28","2.732","14.3","17.9","28.6","14.3","10.7","10.7","3.6",".",".",".",".",".",".",".",".","."
"","005
319","33","2.697","30.3","9.1","18.2","3.0","21.2","12.1","6.1",".",".",".",".",".",".",".",".","."
"","006
319","28","2.426","14.3","7.1","10.7","3.6","50.0","10.7",".",".",".",".",".",".",".",".",".","3.6"
"","007
319","30","2.817","30.0","10.0","23.3","13.3","10.0","3.3","10.0",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","211","2.787","24.2","11.8","20.4","10.0","20.9","7.6","3.3","0.9",".",".",".",".",".",".",".","0.9"
"","320
001","34","2.691","17.6","5.9","35.3","8.8","23.5","2.9","5.9",".",".",".",".",".",".",".",".","."
