"TERM : 0994","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1998-99","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","833","2.899","19.3","14.3","31.1","7.4","18.2","4.3","1.2","3.8","0.1","0.1","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","197","2.672","12.2","11.2","33.0","10.7","25.4","5.1","2.5",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","324","2.957","21.3","16.0","31.5","8.6","16.7","4.9","0.9",".",".",".","",".","",".","",".",".",".","."
"Junior","","129","2.994","22.5","16.3","34.1","4.7","17.8","3.9",".","0.8",".",".","",".","",".","",".",".",".","."
"Senior","","131","2.910","21.4","8.4","32.8","5.3","19.1","3.8","1.5","6.9","0.8",".","",".","",".","",".",".",".","."
"Undergraduates","","781","2.876","19.2","13.6","32.5","7.9","19.5","4.6","1.3","1.3","0.1",".","",".","",".","",".",".",".","."
"Special","","7","3.929","71.4","14.3",".",".",".",".",".",".",".","14.3","",".","",".","",".",".",".","."
"Graduate","","45","3.519","13.3","26.7","11.1",".",".",".",".","48.9",".",".","",".","",".","",".",".",".","."
"","Dept. Total","833","2.899","19.3","14.3","31.1","7.4","18.2","4.3","1.2","3.8","0.1","0.1","",".","",".","",".",".",".","."
