"ALS","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","",""
"LAND ARC
520","Dept. Total","364","3.116","20.9","22.3","28.6","12.6","8.0","1.4","0.5","3.3","",".",".","",".","1.1","0.8",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","25","2.800","8.0","12.0","36.0","20.0","24.0",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","47","2.887","8.5","21.3","29.8","17.0","21.3",".",".",".","",".",".","",".",".","2.1",".",".","."
"Junior","","64","2.951","9.4","26.6","32.8","18.8","4.7","3.1","3.1",".","",".",".","",".",".",".",".","1.6","."
"Senior","","159","3.159","22.0","22.0","34.6","13.2","5.7","1.9",".","0.6","",".",".","",".",".",".",".",".","."
"Undergraduates","","295","3.044","15.9","22.0","33.6","15.6","9.5","1.7","0.7","0.3","",".",".","",".",".","0.3",".","0.3","."
"Special","","8","3.192","25.0","12.5","12.5",".","12.5",".",".","25.0","",".",".","",".",".",".",".","12.5","."
"Graduate","","61","3.722","44.3","24.6","6.6",".",".",".",".","14.8","",".",".","",".","6.6","3.3",".",".","."
"","Dept. Total","364","3.116","20.9","22.3","28.6","12.6","8.0","1.4","0.5","3.3","",".",".","",".","1.1","0.8",".","0.5","."
