"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"","990
031","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","42","3.862","28.6",".","2.4",".",".",".",".","54.8","",".",".","",".","14.3",".",".",".","."
"ATM OCN
640","Dept. Total","912","2.871","22.5","13.8","19.3","14.4","17.0","4.7","2.2","3.5","",".","0.9","",".","0.7","0.1","0.8","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","198","2.540","10.6","11.6","19.7","18.2","27.8","7.6","3.5",".","",".",".","",".",".",".","0.5",".","0.5"
"Sophomore","","264","2.786","19.7","12.9","20.8","15.9","21.6","4.5","3.4",".","",".",".","",".",".",".","1.1",".","."
"Junior","","146","2.857","21.2","15.8","19.2","17.8","17.8","4.8","1.4","0.7","",".",".","",".",".",".","1.4",".","."
"Senior","","194","3.028","24.7","17.5","24.2","12.9","8.2","4.1","1.0","3.6","",".","2.6","",".",".",".","0.5","0.5","."
"Undergraduates","","802","2.786","19.0","14.2","21.1","16.1","19.2","5.2","2.5","1.0","",".","0.6","",".",".",".","0.9","0.1","0.1"
"Special","","7","3.222","28.6","14.3","14.3","14.3","14.3",".",".",".","",".",".","",".",".","14.3",".",".","."
"Graduate","","103","3.749","49.5","10.7","5.8","1.0",".","1.0",".","23.3","",".","2.9","",".","5.8",".",".",".","."
"","Dept. Total","912","2.871","22.5","13.8","19.3","14.4","17.0","4.7","2.2","3.5","",".","0.9","",".","0.7","0.1","0.8","0.1","0.1"
