"TERM : 0994","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 1998-99","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (C A L S)","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","",""
"Ways of Knowing Biology","151
001
17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".   
.   
."
"World Hunger & Malnutrition","350
001
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Pesticides-Iss & Applicator","367
001
2","***","","","","","","","","","",".",".",".",".",".   
.   
."
"INTER-AG
494","20
Dept. Total","3.800","10.0",".","5.0",".",".",".",".",".",".","80.0","5.0",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","",""
"Freshmen","11","",".",".",".",".",".",".",".",".",".","90.9","9.1",".","",".  
.  
.  
."
"Sophomore","6","",".",".",".",".",".",".",".",".",".","100.0",".",".","",".  
.  
.  
."
"Junior","2","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Senior","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","20","3.800","10.0",".","5.0",".",".",".",".",".",".","80.0","5.0",".","",".  
.  
.  
."
"","Dept. Total
20","3.800","10.0",".","5.0",".",".",".",".",".",".","80.0","5.0",".","",".  
.  
.  
."
"April 01, 2013","","","","","","","","","","","","","","","","Page 27 of 374"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
