"","990
028","8","4.000","12.5",".",".",".",".",".",".","50.0",".",".",".","37.5",".",".",".","."
"","990
032","7","",".",".",".",".",".",".",".","42.9",".",".",".","57.1",".",".",".","."
"","990
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","57","4.000","19.3",".",".",".",".",".",".","36.8",".",".",".","43.9",".",".",".","."
"FOOD SCI
390","Dept. Total","788","3.175","25.1","24.0","22.3","9.1","6.1","1.4","1.0","3.8",".","3.0",".","3.2",".","0.5","0.3","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","67","2.960","11.9","26.9","25.4","16.4","14.9","1.5",".","1.5",".",".",".",".",".",".","1.5","."
"Sophomore","","145","3.090","21.4","26.2","26.9","14.5","7.6","1.4","1.4",".",".",".",".",".",".","0.7",".","."
"Junior","","147","3.146","23.8","32.0","19.0","12.9","6.1","1.4","2.0",".",".","2.0",".",".",".","0.7",".","."
"Senior","","297","3.158","22.9","23.6","27.3","7.1","5.7","2.0","1.0","2.7",".","7.1",".",".",".","0.7",".","."
"Undergraduates","","656","3.117","21.6","26.4","25.2","11.0","7.2","1.7","1.2","1.4",".","3.7",".",".",".","0.6","0.2","."
"Special","","14","3.517","42.9","28.6","7.1",".","7.1",".",".",".",".",".",".",".",".",".","7.1","7.1"
"Graduate","","118","3.778","42.4","10.2","8.5",".",".",".",".","17.8",".",".",".","21.2",".",".",".","."
"","Dept. Total","788","3.175","25.1","24.0","22.3","9.1","6.1","1.4","1.0","3.8",".","3.0",".","3.2",".","0.5","0.3","0.1"
