"","990
060","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
061","5","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
062","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
063","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","127","3.834","30.7","2.4","3.1",".",".",".",".","44.1","",".",".","",".","19.7","",".",".",".","."
"BIOCHEM
200","Dept. Total","1040","3.303","39.2","9.3","25.5","3.6","5.0","1.4","1.1","11.9","",".",".","",".","2.4","",".","0.1","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","2.909","27.3",".","36.4",".","36.4",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","39","2.904","28.2","10.3","25.6","15.4","10.3","7.7","2.6",".","",".",".","",".",".","",".",".",".","."
"Junior","","152","3.045","32.2","6.6","37.5","6.6","9.2","5.3","2.0",".","",".",".","",".",".","",".",".","0.7","."
"Senior","","401","3.287","43.9","11.7","28.9","5.0","7.0","0.7","1.5","1.0","",".",".","",".",".","",".",".","0.2","."
"Undergraduates","","603","3.183","39.6","10.1","31.0","6.0","8.3","2.3","1.7","0.7","",".",".","",".",".","",".",".","0.3","."
"Special","","25","3.344","44.0","8.0","36.0",".","4.0","4.0",".",".","",".",".","",".",".","",".",".","4.0","."
"Graduate","","405","3.630","38.0","8.1","16.8","0.2","0.2",".","0.2","29.4","",".",".","",".","6.2","",".","0.2","0.5","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","5","4.000","80.0",".",".",".",".",".",".","20.0","",".",".","",".",".","",".",".",".","."
"Professionals","","7","3.750","57.1","14.3","14.3",".",".",".",".","14.3","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1040","3.303","39.2","9.3","25.5","3.6","5.0","1.4","1.1","11.9","",".",".","",".","2.4","",".","0.1","0.5","."
