"","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"","Course Total","","101","3.962","45.5","2.0",".",".",".",".",".","27.7",".",".",".","22.8","2.0",".",".","."
"999","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","051","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","072","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","073","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","074","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","084","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","28","3.980","89.3","3.6",".",".",".",".",".",".",".",".",".","7.1",".",".",".","."
