"","699
020","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","","7","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate Survey","802
001","","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar-Drama","920
001","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"GREEK
428","Dept. Total","","46","3.694","69.6","13.0","10.9",".","4.3","",".","",".","",".","",".",".","",".","",".","",".","2.2",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","1","3.500",".","100.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","5","3.579","60.0",".","40.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","13","3.360","46.2","23.1","15.4",".","15.4","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","20","3.464","50.0","20.0","20.0",".","10.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","5","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","21","3.893","81.0","9.5","4.8",".",".","",".","",".","",".","",".",".","",".","",".","",".","4.8",".","."
"","Dept. Total","","46","3.694","69.6","13.0","10.9",".","4.3","",".","",".","",".","",".",".","",".","",".","",".","2.2",".","."
