"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"LITERATURE IN TRANSLATION","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","",""
"19&20th C Russn Lit Tran II","202
001","65","3.214","18.5","32.3","29.2","12.3","1.5","3.1",".",".",".",".",".",".",".","1.5",".","1.5"
"19&20 C Russian Lit Tran II","204
001","62","3.581","53.2","24.2","12.9","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"Chekhov in Translation","220
001","12","3.682","58.3","16.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","8.3"
"Represnt-Jew in E Eurpn Cul","229
001","10","3.550","50.0","20.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Soviet Life&Cult (1917 on)","234
001","30","3.563","53.3","13.3","20.0","6.7","3.3",".",".","3.3",".",".",".",".",".",".",".","."
"","236
001","12","3.417","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
236","16","3.300","50.0","25.0",".","6.3",".","6.3","6.3",".",".",".",".",".",".",".",".","6.3"
"Bascom Crse-In Translation","Course Total","28","3.352","35.7","35.7","14.3","3.6",".","3.6","3.6",".",".",".",".",".",".",".",".","3.6"
"Soviet Lit in Translation","001
240","11","3.045","27.3","18.2","18.2","27.3",".","9.1",".",".",".",".",".",".",".",".",".","."
"Lt Trn:Fr Wom Writers Today","001
251","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lit Tran: Modern Italy","254
001","23","3.000","26.1","17.4","21.7","17.4","13.0",".","4.3",".",".",".",".",".",".",".",".","."
"Survey-Chinese Lit in Trans","262
001","31","3.097","32.3","22.6","22.6","9.7","3.2","3.2","6.5",".",".",".",".",".",".",".",".","."
"Survey-Japanese Lit in Tran","001
264","9","2.944","22.2","22.2","33.3","11.1",".",".","11.1",".",".",".",".",".",".",".",".","."
"Urdu Prose Fic-Ind&Pak/Tran","273
001","9","2.833","22.2",".","11.1","55.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"","274
001","116","3.205","7.8","41.4","36.2","11.2","2.6",".",".",".",".",".",".",".","0.9",".",".","."
"","092
274","77","3.446","29.9","39.0","23.4","5.2","2.6",".",".",".",".",".",".",".",".",".",".","."
"Scand Lit in Tran-20th C","Course Total","193","3.318","16.6","40.4","31.1","8.8","2.6",".",".",".",".",".",".",".","0.5",".",".","."
"","001
275","79","3.251","20.3","34.2","29.1","13.9","1.3",".","1.3",".",".",".",".",".",".",".",".","."
"","092
275","49","3.351","14.3","55.1","20.4","6.1","4.1",".",".",".",".",".",".",".",".",".",".","."
"In Transl:Hans C. Andersen","Course Total","128","3.296","18.0","42.2","25.8","10.9","2.3",".","0.8",".",".",".",".",".",".",".",".","."
"Yiddish Lit-US (in Transl)","279
001","25","3.500","24.0","52.0","24.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Dutch Lit in Tran","326
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"SE Asian Lit in Translation","330
001","28","3.250","10.7","35.7","46.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Kierkegaard&Scand Lit/Trans","339
001","7","3.729","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lit Trn-India:B Gita-Tagore","363
001","25","3.729","68.0","16.0","4.0","4.0","4.0",".",".","4.0",".",".",".",".",".",".",".","."
"Struc&Post-Struc Thought:Fr","450
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"LITTRANS
551","Dept. Total","712","3.346","28.4","32.6","24.4","9.3","2.7","0.7","1.0","0.3",".",".",".",".","0.1","0.1",".","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","180","3.330","18.9","41.1","27.2","9.4","2.8",".",".",".",".",".",".",".","0.6",".",".","."
"Sophomore","","243","3.326","28.0","31.3","25.9","8.2","3.7","0.8","1.2",".",".",".",".",".",".","0.4",".","0.4"
"Junior","","148","3.400","33.8","31.1","21.6","10.1","1.4",".","1.4",".",".",".",".",".",".",".",".","0.7"
"Senior","","128","3.306","32.0","27.3","21.1","10.9","2.3","2.3","1.6","1.6",".",".",".",".",".",".",".","0.8"
"Undergraduates","","699","3.339","27.6","33.0","24.5","9.4","2.7","0.7","1.0","0.3",".",".",".",".","0.1","0.1",".","0.4"
"Special","","7","3.750","71.4",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","712","3.346","28.4","32.6","24.4","9.3","2.7","0.7","1.0","0.3",".",".",".",".","0.1","0.1",".","0.4"
