"","990
033","4","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
034","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","27","4.000","11.1",".",".",".",".",".",".","59.3",".",".","",".","29.6",".",".",".","."
"Independent Work","999
025","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"M S & E
636","Dept. Total","540","3.376","34.3","20.9","22.0","4.6","3.7","1.1","0.2","8.1","0.6",".","",".","3.0","0.2","0.2","0.7","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","40","3.076","35.0","17.5","25.0","2.5","12.5","5.0","2.5",".",".",".","",".",".",".",".",".","."
"Sophomore","","91","3.203","27.5","23.1","33.0","7.7","6.6","1.1",".",".",".",".","",".",".",".",".",".","1.1"
"Junior","","103","3.303","31.1","26.2","30.1","7.8","3.9","1.0",".",".",".",".","",".",".",".",".",".","."
"Senior","","164","3.411","36.6","29.9","23.2","5.5","3.0","1.2",".",".",".",".","",".",".",".",".",".","0.6"
"Undergraduates","","398","3.306","32.9","26.1","27.4","6.3","5.0","1.5","0.3",".",".",".","",".",".",".",".",".","0.5"
"Special","","4","3.875","75.0","25.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Graduate","","138","3.757","37.0","5.8","7.2",".",".",".",".","31.9","2.2",".","",".","11.6","0.7","0.7","2.9","."
"","Dept. Total","540","3.376","34.3","20.9","22.0","4.6","3.7","1.1","0.2","8.1","0.6",".","",".","3.0","0.2","0.2","0.7","0.4"
