"","999
080","6","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"","999
098","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
099","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","46","3.969","93.5","4.3",".",".",".",".",".",".","",".",".","",".","2.2",".",".",".","."
"ART
168","Dept. Total","1971","3.647","61.7","19.2","11.0","3.3","1.6","0.4","0.8","0.8","",".",".","",".","0.1","0.4","0.3",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","141","3.376","36.2","26.2","20.6","11.3","0.7",".","2.1",".","",".",".","",".",".",".","0.7",".","2.1"
"Sophomore","","350","3.526","44.6","29.7","15.7","3.7","3.7","0.6","0.3","0.6","",".",".","",".",".","0.6","0.3",".","0.3"
"Junior","","393","3.547","52.4","23.7","16.0","3.3","1.5","0.8","1.8","0.5","",".",".","",".",".",".",".",".","."
"Senior","","701","3.701","67.8","15.5","9.1","2.9","1.7","0.4","0.7","1.3","",".",".","",".",".","0.1","0.4",".","."
"Undergraduates","","1585","3.594","56.0","21.6","13.3","3.9","2.0","0.5","1.0","0.8","",".",".","",".",".","0.2","0.3",".","0.3"
"Special","","58","3.662","56.9","20.7","6.9","6.9",".",".",".",".","",".",".","",".",".","6.9",".",".","1.7"
"Graduate","","328","3.949","89.9","7.3","0.6",".",".",".",".","0.9","",".",".","",".","0.6","0.3","0.3",".","."
"","Dept. Total","1971","3.647","61.7","19.2","11.0","3.3","1.6","0.4","0.8","0.8","",".",".","",".","0.1","0.4","0.3",".","0.3"
