"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","8423","3.218","32.8","16.8","20.7","8.1","8.3","2.0","1.0","6.9","0.0","0.6","0.0","1.9","0.1","0.3","0.2","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","539","2.763","15.4","17.3","21.2","14.3","22.8","4.3","2.0","0.2",".","1.9","0.2",".",".","0.2","0.2","0.2"
"Sophomore","","1016","3.016","23.2","19.1","25.1","12.9","14.1","2.7","1.4","0.1",".","0.6",".",".","0.1","0.5",".","0.3"
"Junior","","1551","3.034","25.2","19.3","25.5","12.3","12.0","3.0","1.7","0.1",".","0.4",".",".",".","0.3","0.1","0.2"
"Senior","","2945","3.207","32.0","19.9","25.1","8.8","7.8","2.3","1.0","1.0",".","1.0",".",".","0.2","0.3","0.2","0.4"
"Undergraduates","","6051","3.086","27.3","19.4","24.8","10.9","11.3","2.7","1.3","0.5",".","0.9","0.0",".","0.1","0.3","0.1","0.3"
"Special","","180","3.323","36.1","15.6","19.4","5.0","3.9","2.8","0.6","8.9",".",".",".",".","0.6","3.3","2.2","1.7"
"Graduate","","2184","3.770","47.4","9.7","9.4","0.5","0.4",".","0.0","24.3","0.2",".",".","7.4","0.2","0.1","0.2","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","3","2.813",".","33.3","33.3",".","33.3",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","3","3.636","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","5","4.000","80.0",".",".",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"Professionals","","12","3.583","50.0","25.0","8.3",".","8.3",".",".","8.3",".",".",".",".",".",".",".","."
"","College Total","8427","3.218","32.8","16.8","20.7","8.1","8.3","2.0","1.0","6.9","0.0","0.6","0.0","1.9","0.1","0.3","0.2","0.2"
